"vps","partid","CheckVps","R","CheckHolt","SwitchAll","SwitchH","SwitchL","SwitchLH","SwitchLL","SwitchGH","SwitchGL","SwitchPH","SwitchPL","R_all","CheckGamb","swp","MPLr"
318,64200601,0,4,0,6.6666667,8.3333333,5,10,0,10,10,5,5,0.67857143,0,7,3
319,64200901,0,6,0,2.5,5,0,10,5,5,-5,0,0,0.76785714,0,5,5
320,64202001,0,3,0,11.666667,16.666667,6.6666667,5,0,20,10,25,10,0.57142857,0,8,2
321,64202201,0,3,0,9.1666667,11.666667,6.6666667,10,0,10,10,15,10,0.625,0,8,2
322,64202501,0,4,0,13.333333,15,11.666667,5,5,25,20,15,10,0.53571429,0,7,3
324,64202601,0,4,0,12.5,13.333333,11.666667,10,10,20,20,10,5,0.55357143,0,7,3
325,64202701,0,2,0,16.666667,23.333333,10,15,5,40,20,15,5,0.46428571,0,9,1
326,64202901,0,2,1,13.75,20.833333,6.6666667,12.5,5,30,15,20,0,0.5,3,3,7
327,64204201,0,4,0,10,16.666667,3.3333333,0,5,20,5,30,0,0.60714286,0,7,3
328,64204501,0,6,2,12.916667,17.5,8.3333333,10,0,27.5,15,15,10,0.53571429,3,1,9
329,64204601,0,4,0,20.833333,25,16.666667,15,5,40,30,20,15,0.375,0,7,3
330,64204701,0,7,0,-1.6666667,-1.6666667,-1.6666667,-10,0,0,-5,5,0,0.85714286,0,4,6
331,64205801,0,4,0,24.166667,33.333333,15,15,5,65,30,20,10,0.30357143,0,7,3
333,64205901,0,5,0,8.3333333,11.666667,5,10,0,20,10,5,5,0.64285714,0,6,4
334,64206701,0,4,2,12.916667,19.166667,6.6666667,15,5,32.5,5,10,10,0.57142857,3,5,5
335,64207301,0,3,0,15.833333,25,6.6666667,10,0,25,10,40,10,0.48214286,0,8,2
337,64207801,0,7,0,25,33.333333,16.666667,15,5,55,35,30,10,0.28571429,0,4,6
339,64207901,0,4,0,17.5,26.666667,8.3333333,10,5,55,20,15,0,0.44642857,0,7,3
340,64209301,0,5,0,0,0,0,0,0,0,0,0,0,0.82142857,0,6,4
341,64211001,0,3,0,19.166667,26.666667,11.666667,15,5,35,15,30,15,0.41071429,0,8,2
342,64212701,0,3,0,15,18.333333,11.666667,10,5,25,20,20,10,0.5,0,8,2
343,65000201,0,3,2,12.083333,17.5,6.6666667,7.5,5,20,10,25,5,0.57142857,3,6,4
344,65000301,0,4,0,13.333333,21.666667,5,10,0,35,10,20,5,0.53571429,0,7,3
346,65000501,0,4,0,15.833333,16.666667,15,5,5,20,30,25,10,0.48214286,0,7,3
347,65000601,0,4,0,12.5,18.333333,6.6666667,10,0,25,15,20,5,0.55357143,0,7,3
348,65000701,0,4,0,3.3333333,5,1.6666667,10,5,-5,-5,10,5,0.75,0,7,3
349,65000801,0,5,0,3.3333333,8.3333333,-1.6666667,0,-10,15,0,10,5,0.75,0,6,4
350,65000901,0,5,0,11.666667,13.333333,10,5,5,15,15,20,10,0.57142857,0,6,4
351,65001001,0,4,0,16.666667,23.333333,10,10,5,40,15,20,10,0.46428571,0,7,3
352,65001101,0,6,0,15.833333,20,11.666667,15,5,25,20,20,10,0.48214286,0,5,5
353,65001201,0,3,0,13.333333,15,11.666667,0,5,30,20,15,10,0.53571429,0,8,2
354,65001301,0,3,0,7.5,11.666667,3.3333333,15,5,15,5,5,0,0.66071429,0,8,2
355,65001401,0,4,0,25,36.666667,13.333333,15,5,45,20,50,15,0.28571429,0,7,3
356,65001501,0,6,0,6.6666667,8.3333333,5,5,5,5,5,15,5,0.67857143,0,5,5
357,65001601,0,3,0,7.5,11.666667,3.3333333,5,0,20,5,10,5,0.66071429,0,8,2
358,65001701,0,7,0,5,5,5,5,5,5,5,5,5,0.71428571,0,4,6
359,65001801,0,3,0,18.333333,23.333333,13.333333,15,5,25,20,30,15,0.39285714,3,8,2
360,65001901,0,6,2,20.416667,29.166667,11.666667,5,5,40,15,42.5,15,0.375,3,3,7
361,65002001,0,2,0,23.333333,30,16.666667,10,5,40,30,40,15,0.32142857,0,9,1
362,65002101,0,7,0,5.8333333,8.3333333,3.3333333,10,0,5,5,10,5,0.69642857,0,4,6
363,65002201,0,3,0,15,20,10,10,0,30,20,20,10,0.5,0,8,2
364,65002301,0,4,0,18.333333,25,11.666667,10,5,35,15,30,15,0.41071429,3,7,3
365,65002401,0,6,0,8.3333333,13.333333,3.3333333,5,0,20,5,15,5,0.64285714,0,5,5
366,65002501,0,2,0,17.5,21.666667,13.333333,15,5,25,25,25,10,0.44642857,0,9,1
367,65002601,0,4,1,23.75,30.833333,16.666667,10,5,32.5,20,50,25,0.30357143,1,1,9
368,65002701,0,0,1,31.666667,38.333333,25,20,10,65,45,30,20,0.14285714,0,NA,NA
369,65002801,0,6,0,8.75,12.5,5,5,0,10,5,22.5,10,0.625,3,5,5
370,65002901,0,3,0,0.41666667,-1.6666667,2.5,5,0,-10,7.5,0,0,0.83928571,3,8,2
371,65003001,0,2,0,33.333333,43.333333,23.333333,20,5,70,45,40,20,0.10714286,0,9,1
372,65003101,0,4,0,3.3333333,5,1.6666667,5,0,-10,15,20,-10,0.73214286,2,7,3
373,65003201,0,6,0,19.166667,28.333333,10,20,5,30,10,35,15,0.41071429,0,5,5
374,65003301,0,5,0,9.1666667,13.333333,5,5,0,15,5,20,10,0.625,0,6,4
375,65003401,0,4,0,15.833333,21.666667,10,10,5,30,15,25,10,0.48214286,0,7,3
376,65003501,0,6,2,15,21.666667,8.3333333,15,0,30,20,20,5,0.5,0,2,8
377,65003601,0,4,0,19.166667,26.666667,11.666667,15,5,40,25,25,5,0.41071429,0,7,3
378,65003701,0,4,0,23.333333,30,16.666667,15,5,40,30,35,15,0.32142857,0,7,3
379,65003801,0,6,0,15,18.333333,11.666667,15,5,15,15,25,15,0.5,0,5,5
380,65003901,0,4,2,13.75,22.5,5,10,5,15,10,42.5,0,0.51785714,3,5,5
381,65004001,0,3,0,7.5,8.3333333,6.6666667,0,0,10,10,15,10,0.66071429,0,8,2
382,65004101,0,6,0,-1.6666667,-3.3333333,0,-5,0,-5,0,0,0,0.85714286,0,5,5
383,65004201,0,3,0,10.833333,15,6.6666667,15,5,20,5,10,10,0.58928571,0,8,2
384,65004301,0,0,1,-0.83333333,-1.6666667,0,-10,-10,0,5,5,5,0.83928571,0,NA,NA
385,65004401,0,2,0,20.833333,30,11.666667,15,5,45,20,30,10,0.375,0,9,1
386,65004501,0,6,0,14.166667,20,8.3333333,10,0,35,15,15,10,0.51785714,0,5,5
387,65004601,0,2,1,8.3333333,10,6.6666667,15,10,5,5,10,5,0.64285714,0,1,9
388,65004701,0,2,0,9.1666667,10,8.3333333,5,0,5,15,20,10,0.625,0,9,1
389,65004801,0,4,0,-2.5,-1.6666667,-3.3333333,0,-5,-5,-5,0,0,0.875,0,7,3
390,65004901,0,6,0,15.833333,23.333333,8.3333333,10,5,35,10,25,10,0.48214286,0,5,5
391,65005001,0,2,0,23.333333,31.666667,15,15,5,55,25,25,15,0.32142857,0,9,1
392,65005101,0,4,0,6.6666667,11.666667,1.6666667,10,5,-5,-5,30,5,0.67857143,3,7,3
393,65005201,0,4,0,4.1666667,5,3.3333333,5,5,5,5,5,0,0.73214286,0,7,3
394,65005301,0,4,0,19.166667,26.666667,11.666667,15,5,40,20,25,10,0.41071429,0,7,3
395,65005401,0,3,0,16.666667,25,8.3333333,15,5,35,15,25,5,0.48214286,3,8,2
396,65005501,0,6,0,12.5,20,5,10,-5,25,10,25,10,0.55357143,0,5,5
397,65005601,0,6,0,20.833333,30,11.666667,10,5,45,20,35,10,0.375,0,5,5
398,65005701,0,5,0,15,16.666667,13.333333,5,5,15,20,30,15,0.5,3,6,4
399,65005801,0,5,0,12.5,13.333333,11.666667,15,0,20,30,5,5,0.55357143,0,6,4
400,65005901,0,3,0,15.833333,20,11.666667,10,5,25,20,25,10,0.48214286,0,8,2
NA,65006001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401,65006101,0,4,0,13.333333,16.666667,10,5,5,30,15,15,10,0.53571429,0,7,3
402,65006201,0,6,0,13.333333,21.666667,5,10,-5,25,15,30,5,0.53571429,0,5,5
403,65006301,0,4,0,12.5,18.333333,6.6666667,15,5,25,10,15,5,0.55357143,0,7,3
404,65006401,0,3,0,16.666667,23.333333,10,10,5,25,10,35,15,0.46428571,0,8,2
405,65006501,0,2,0,12.5,16.666667,8.3333333,0,0,20,10,30,15,0.55357143,3,9,1
406,65006601,0,3,0,9.1666667,15,3.3333333,10,-5,5,0,30,15,0.64285714,3,8,2
407,65006701,0,3,0,10,13.333333,6.6666667,10,0,20,15,10,5,0.60714286,0,8,2
408,65006801,0,4,0,11.666667,16.666667,6.6666667,10,0,15,10,25,10,0.57142857,0,7,3
409,65006901,0,3,0,17.5,23.333333,11.666667,10,5,50,20,10,10,0.44642857,0,8,2
410,65007001,0,5,0,10,11.666667,8.3333333,10,5,10,10,15,10,0.60714286,0,6,4
411,65007101,0,10,0,33.333333,41.666667,25,15,10,60,40,50,25,0.10714286,0,1,9
412,65007201,0,6,0,25,35,15,15,5,55,25,35,15,0.28571429,0,5,5
413,65007301,0,4,0,21.666667,28.333333,15,15,5,35,25,35,15,0.35714286,0,7,3
414,65007401,0,4,0,13.333333,18.333333,8.3333333,10,0,25,15,20,10,0.53571429,0,7,3
415,65007501,0,5,0,10,11.666667,8.3333333,10,5,15,15,10,5,0.60714286,0,6,4
416,65007601,0,2,0,10,13.333333,6.6666667,15,0,10,15,15,5,0.60714286,0,9,1
417,65007701,0,4,2,11.666667,15,8.3333333,15,10,20,10,10,5,0.57142857,0,6,4
418,65007801,0,7,0,-4.1666667,-3.3333333,-5,-10,-10,-5,-5,5,0,0.91071429,0,4,6
419,65007901,0,3,0,10,11.666667,8.3333333,10,5,10,15,15,5,0.60714286,0,8,2
420,65008001,0,6,0,0,0,0,-10,-5,0,5,10,0,0.82142857,0,5,5
421,65008101,0,4,0,14.583333,15.833333,13.333333,20,5,7.5,25,20,10,0.51785714,3,7,3
422,65008201,0,3,0,13.333333,20,6.6666667,15,5,30,10,15,5,0.53571429,0,8,2
423,65008301,0,10,0,-6.6666667,-10,-3.3333333,-10,-5,-10,-5,-10,0,0.94642857,2,1,9
424,65008401,0,3,0,15,21.666667,8.3333333,15,5,40,15,10,5,0.5,0,8,2
425,65008501,0,4,0,6.6666667,8.3333333,5,5,5,5,5,15,5,0.67857143,0,7,3
426,65008601,0,6,0,10,13.333333,6.6666667,10,0,5,10,25,10,0.60714286,0,5,5
427,65008701,0,5,0,-4.1666667,-8.3333333,0,-10,-5,-5,-10,-10,15,0.92857143,3,6,4
428,65008901,0,5,0,1.6666667,0,3.3333333,0,5,0,5,0,0,0.78571429,0,6,4
429,65009001,0,3,0,17.5,23.333333,11.666667,20,5,35,25,15,5,0.44642857,0,8,2
430,65009101,0,5,0,20.833333,28.333333,13.333333,20,10,30,15,35,15,0.375,0,6,4
431,65009201,0,4,0,17.5,23.333333,11.666667,10,5,40,20,20,10,0.44642857,0,7,3
432,65009301,0,4,0,19.166667,26.666667,11.666667,10,0,40,25,30,10,0.41071429,0,7,3
433,65009401,0,4,0,11.666667,16.666667,6.6666667,10,5,25,10,15,5,0.57142857,0,7,3
434,65009501,0,4,0,15,20,10,10,5,25,15,25,10,0.5,0,7,3
435,65009601,0,3,1,13.75,19.166667,8.3333333,7.5,5,25,20,25,0,0.5,3,2,8
436,65009701,0,6,0,15,20,10,5,5,25,10,30,15,0.5,0,5,5
437,65009801,0,4,0,17.5,23.333333,11.666667,10,0,30,25,30,10,0.44642857,0,7,3
438,65009901,0,5,0,23.333333,31.666667,15,10,5,55,25,30,15,0.32142857,0,6,4
439,65010001,0,6,0,16.666667,25,8.3333333,10,5,37.5,15,27.5,5,0.51785714,3,5,5
440,65010101,0,4,0,20.833333,28.333333,13.333333,20,5,45,25,20,10,0.375,0,7,3
441,65010201,0,4,0,15,21.666667,8.3333333,15,5,20,5,30,15,0.5,0,7,3
442,65010301,0,5,0,9.5833333,12.5,6.6666667,7.5,5,15,10,15,5,0.625,3,6,4
443,65010401,0,7,0,11.666667,16.666667,6.6666667,15,5,5,5,30,10,0.57142857,0,4,6
444,65010601,0,6,0,8.3333333,11.666667,5,10,0,5,10,20,5,0.64285714,0,5,5
445,65011001,0,4,0,12.5,18.333333,6.6666667,5,0,15,10,35,10,0.55357143,0,7,3
446,65011101,0,7,0,14.166667,18.333333,10,15,5,25,20,15,5,0.51785714,0,4,6
447,65011201,0,6,0,25.833333,38.333333,13.333333,15,0,70,25,30,15,0.26785714,0,5,5
448,65011301,0,4,0,15.833333,20,11.666667,5,5,30,20,25,10,0.48214286,0,7,3
449,65011401,0,6,0,14.166667,23.333333,5,25,0,25,5,20,10,0.51785714,0,5,5
450,65011501,0,7,0,10,13.333333,6.6666667,10,5,20,10,10,5,0.60714286,0,4,6
451,65011601,0,5,0,20,25,15,20,10,45,30,10,5,0.39285714,0,6,4
452,65011701,0,6,0,10.833333,13.333333,8.3333333,0,0,30,20,10,5,0.58928571,0,5,5
453,65011801,0,3,0,9.1666667,15,3.3333333,15,5,20,0,10,5,0.625,0,8,2
454,65011901,0,3,0,16.666667,23.333333,10,20,10,25,10,25,10,0.46428571,0,8,2
455,65012001,0,4,1,29.166667,48.333333,10,25,15,70,-10,50,25,0.19642857,1,1,9
456,65012101,0,3,0,12.5,18.333333,6.6666667,10,5,30,10,15,5,0.55357143,0,8,2
457,65012201,0,1,0,12.5,20,5,10,0,15,10,35,5,0.55357143,0,10,0
458,65012301,0,4,0,20.833333,33.333333,8.3333333,20,5,55,10,25,10,0.375,0,7,3
459,65012401,0,4,0,9.1666667,15,3.3333333,10,0,25,10,10,0,0.625,0,7,3
460,65012501,0,5,0,0.83333333,1.6666667,0,0,0,0,0,5,0,0.80357143,0,6,4
461,65012601,0,6,0,6.6666667,11.666667,1.6666667,10,0,15,0,10,5,0.67857143,0,5,5
462,65012701,0,3,0,9.1666667,11.666667,6.6666667,10,5,10,10,15,5,0.625,0,8,2
463,65012801,0,5,0,14.166667,18.333333,10,15,5,25,15,15,10,0.51785714,0,6,4
464,65012901,0,3,0,10.833333,18.333333,3.3333333,10,0,40,10,5,0,0.58928571,0,8,2
465,65013001,0,7,2,10,15,5,10,0,15,10,20,5,0.60714286,0,1,9
466,65013101,0,4,0,16.666667,18.333333,15,10,5,20,30,25,10,0.46428571,0,7,3
467,65013201,0,5,0,11.666667,16.666667,6.6666667,10,5,25,10,15,5,0.57142857,0,6,4
468,65013301,0,5,0,2.5,5,0,25,10,-10,-10,0,0,0.76785714,2,6,4
469,65013401,0,4,0,9.1666667,11.666667,6.6666667,10,0,15,15,10,5,0.625,0,7,3
470,65013501,0,3,0,5,5,5,10,5,-10,5,15,5,0.71428571,2,8,2
471,65013601,0,6,0,7.5,13.333333,1.6666667,0,5,25,0,15,0,0.66071429,3,5,5
472,65013701,0,4,0,17.5,23.333333,11.666667,15,5,25,15,30,15,0.44642857,0,7,3
473,65013801,0,7,0,22.083333,29.166667,15,25,10,40,20,22.5,15,0.35714286,3,4,6
474,65013901,0,4,0,15.833333,23.333333,8.3333333,15,0,30,15,25,10,0.48214286,0,7,3
475,65014001,0,4,0,5,6.6666667,3.3333333,10,5,5,0,5,5,0.71428571,0,7,3
476,65014101,0,5,0,7.5,10,5,5,0,10,10,15,5,0.66071429,0,6,4
477,65014201,0,6,2,-2.9166667,-6.6666667,0.83333333,-10,2.5,-10,0,0,0,0.89285714,3,4,6
479,65014401,0,5,0,5,5,5,10,0,5,10,0,5,0.71428571,0,6,4
480,65014501,0,5,0,16.25,21.666667,10.833333,10,2.5,32.5,20,22.5,10,0.46428571,3,6,4
481,65014601,0,3,0,9.1666667,13.333333,5,10,0,10,10,20,5,0.625,0,8,2
482,65014701,0,7,0,12.5,18.333333,6.6666667,15,5,30,5,10,10,0.55357143,0,4,6
483,65014801,0,4,0,2.5,3.3333333,1.6666667,10,0,0,5,0,0,0.76785714,0,7,3
484,65014901,0,6,0,10,13.333333,6.6666667,5,0,25,10,10,10,0.60714286,0,5,5
485,65015401,0,4,0,14.583333,19.166667,10,5,0,30,15,22.5,15,0.5,3,7,3
486,65015501,0,5,0,11.666667,15,8.3333333,20,0,0,15,25,10,0.57142857,0,6,4
487,65015601,0,5,0,8.75,12.5,5,5,0,10,0,22.5,15,0.66071429,3,6,4
488,65015801,0,5,0,4.1666667,3.3333333,5,-10,0,10,10,10,5,0.73214286,0,6,4
489,65015901,0,4,0,29.166667,41.666667,16.666667,20,5,70,30,35,15,0.19642857,3,7,3
490,65016001,0,3,0,18.333333,28.333333,8.3333333,10,5,45,15,30,5,0.42857143,0,8,2
491,65016101,0,6,0,-1.6666667,0,-3.3333333,-10,-10,5,0,5,0,0.85714286,0,5,5
492,65016201,0,5,0,11.666667,16.666667,6.6666667,15,0,5,5,30,15,0.57142857,3,6,4
493,65016301,0,3,0,5.8333333,8.3333333,3.3333333,5,0,10,10,10,0,0.69642857,0,8,2
494,65016401,0,2,0,26.666667,38.333333,15,15,5,65,25,35,15,0.25,0,9,1
495,65016501,0,3,0,10.833333,11.666667,10,0,5,15,15,20,10,0.58928571,0,8,2
496,65016601,0,5,0,5.8333333,8.3333333,3.3333333,15,5,-10,0,20,5,0.69642857,2,6,4
497,65016701,0,4,0,15,20,10,10,5,25,15,25,10,0.5,0,7,3
498,65016801,0,3,0,16.666667,23.333333,10,15,5,25,10,30,15,0.46428571,3,8,2
499,65016901,0,5,0,9.1666667,11.666667,6.6666667,5,5,15,10,15,5,0.625,0,6,4
500,65017001,0,6,0,1.25,0.83333333,1.6666667,0,0,-2.5,0,5,5,0.80357143,3,5,5
501,65017101,0,2,0,15.833333,20,11.666667,10,5,40,25,10,5,0.48214286,0,9,1
502,65017201,0,3,0,25.833333,35,16.666667,15,5,55,30,35,15,0.26785714,0,8,2
503,65017301,0,5,0,3.3333333,6.6666667,0,5,0,0,0,15,0,0.75,0,6,4
504,65017401,0,4,0,0.83333333,3.3333333,-1.6666667,10,0,0,-5,0,0,0.80357143,0,7,3
505,65017501,0,6,0,10.833333,13.333333,8.3333333,20,10,10,15,10,0,0.58928571,0,5,5
506,65017601,0,3,0,10.416667,11.666667,9.1666667,10,12.5,10,10,15,5,0.60714286,1,8,2
507,65017701,0,4,0,1.25,0.83333333,1.6666667,-10,-10,-10,0,22.5,15,0.82142857,3,7,3
508,65017801,0,2,0,19.166667,26.666667,11.666667,20,5,40,20,20,10,0.41071429,0,9,1
509,65017901,0,4,0,0,-1.6666667,1.6666667,-10,0,0,5,5,0,0.82142857,0,7,3
510,65018001,0,5,0,4.1666667,5,3.3333333,10,5,5,5,0,0,0.73214286,0,6,4
511,65018101,0,3,0,15.833333,16.666667,15,10,10,20,30,20,5,0.48214286,0,8,2
512,65018201,0,3,0,19.166667,28.333333,10,25,5,30,20,30,5,0.41071429,0,8,2
513,65018301,0,5,0,16.666667,21.666667,11.666667,15,5,35,25,15,5,0.46428571,0,6,4
514,65018401,0,3,0,11.666667,15,8.3333333,-5,5,15,10,35,10,0.57142857,0,8,2
515,65018501,0,0,1,9.1666667,10,8.3333333,5,5,25,20,0,0,0.625,0,NA,NA
516,65018601,0,6,0,28.333333,35,21.666667,25,15,70,45,10,5,0.21428571,1,5,5
517,65018701,0,4,0,12.5,15,10,15,5,15,15,15,10,0.55357143,0,7,3
518,65018801,0,7,2,2.5,5,0,5,0,5,0,5,0,0.76785714,0,1,9
519,65018901,0,6,0,5,5,5,5,5,5,5,5,5,0.71428571,0,5,5
520,65019001,0,2,0,20,28.333333,11.666667,15,5,55,25,15,5,0.39285714,0,9,1
521,65019101,0,8,2,7.0833333,7.5,6.6666667,7.5,5,0,10,15,5,0.67857143,3,1,9
522,65019201,0,0,1,15.833333,18.333333,13.333333,5,5,15,20,35,15,0.48214286,0,NA,NA
523,65019301,0,2,0,5.8333333,8.3333333,3.3333333,15,5,0,5,10,0,0.69642857,0,9,1
524,65019401,0,4,2,21.25,25.833333,16.666667,7.5,10,55,30,15,10,0.375,3,4,6
525,65019501,0,6,0,6.6666667,6.6666667,6.6666667,5,5,5,5,10,10,0.67857143,0,5,5
526,65019601,0,0,1,17.5,21.666667,13.333333,20,5,15,20,30,15,0.44642857,0,NA,NA
527,65019701,0,4,0,15.833333,23.333333,8.3333333,5,5,35,10,30,10,0.48214286,0,7,3
528,65019801,0,6,0,13.333333,16.666667,10,10,5,15,15,25,10,0.53571429,0,5,5
529,65019901,0,7,0,11.666667,15,8.3333333,10,5,20,10,15,10,0.57142857,0,4,6
530,65020001,0,6,0,6.6666667,8.3333333,5,5,5,5,10,15,0,0.67857143,0,5,5
531,65020101,0,4,0,12.5,16.666667,8.3333333,10,5,15,5,25,15,0.55357143,0,7,3
532,65020201,0,2,0,19.166667,26.666667,11.666667,15,5,35,20,30,10,0.41071429,0,9,1
533,65020301,0,0,1,37.5,48.333333,26.666667,25,10,70,45,50,25,0.017857143,0,NA,NA
534,65020401,0,6,0,20,26.666667,13.333333,15,0,40,30,25,10,0.39285714,0,5,5
NA,65020501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
535,65020601,0,4,0,25,35,15,20,5,45,25,40,15,0.28571429,0,7,3
536,65020701,0,3,0,3.3333333,5,1.6666667,0,0,5,5,10,0,0.75,0,8,2
537,65020801,0,3,0,20.833333,26.666667,15,15,5,50,35,15,5,0.375,0,8,2
538,65020901,0,6,2,11.666667,15,8.3333333,5,0,20,15,20,10,0.57142857,0,4,6
539,65021001,0,4,0,22.5,28.333333,16.666667,15,5,40,20,30,25,0.33928571,0,7,3
540,65021101,0,3,0,1.6666667,5,-1.6666667,5,-10,0,5,10,0,0.78571429,0,8,2
541,65021201,0,4,0,15,21.666667,8.3333333,15,5,25,10,25,10,0.5,0,7,3
542,65021301,0,5,0,17.916667,22.5,13.333333,7.5,5,30,25,30,10,0.44642857,3,6,4
543,65021401,0,6,0,24.166667,35,13.333333,15,5,55,25,35,10,0.30357143,0,5,5
544,65021501,0,6,0,15.833333,18.333333,13.333333,15,5,25,30,15,5,0.48214286,0,5,5
545,65021601,0,7,0,11.666667,16.666667,6.6666667,10,0,15,10,25,10,0.57142857,0,4,6
546,65021701,0,5,0,16.666667,21.666667,11.666667,10,5,35,20,20,10,0.46428571,0,6,4
547,65021801,0,4,0,7.5,15,0,5,0,15,-5,25,5,0.66071429,0,7,3
548,65022001,0,4,2,11.25,15.833333,6.6666667,-2.5,0,25,10,25,10,0.58928571,3,4,6
549,65022101,0,5,0,10,15,5,10,0,15,5,20,10,0.60714286,0,6,4
550,65022201,0,2,0,21.666667,28.333333,15,20,5,45,30,20,10,0.35714286,0,9,1
551,65022301,0,2,2,10.833333,15,6.6666667,10,5,20,10,15,5,0.58928571,0,6,4
552,65022401,0,6,0,21.25,28.333333,14.166667,10,5,45,22.5,30,15,0.375,1,5,5
553,65022501,0,6,0,12.5,13.333333,11.666667,10,0,5,25,25,10,0.55357143,0,5,5
554,65022601,0,4,0,18.333333,25,11.666667,15,5,30,20,30,10,0.42857143,0,7,3
555,65022701,0,4,0,17.083333,20.833333,13.333333,7.5,5,35,25,20,10,0.44642857,3,7,3
556,65022801,0,3,0,15.833333,21.666667,10,15,5,25,10,25,15,0.48214286,0,8,2
557,65022901,0,4,0,11.666667,15,8.3333333,10,5,25,15,10,5,0.57142857,0,7,3
558,65023001,0,4,0,-0.83333333,1.6666667,-3.3333333,-10,5,15,-5,0,-10,0.82142857,0,7,3
559,65023101,0,4,0,21.666667,28.333333,15,20,5,40,30,25,10,0.35714286,0,7,3
560,65023201,0,3,0,18.333333,23.333333,13.333333,10,5,30,20,30,15,0.44642857,3,8,2
561,65023301,0,3,0,9.1666667,13.333333,5,15,5,15,5,10,5,0.625,0,8,2
562,65023401,0,4,0,7.5,10,5,5,0,0,5,25,10,0.66071429,0,7,3
563,65023501,0,5,0,13.333333,18.333333,8.3333333,10,0,30,15,15,10,0.53571429,0,6,4
564,65023601,0,2,0,20.833333,28.333333,13.333333,25,10,15,10,45,20,0.375,0,9,1
565,65023701,0,3,0,15.833333,23.333333,8.3333333,10,0,40,15,20,10,0.48214286,0,8,2
566,65023801,0,2,0,19.166667,25,13.333333,15,5,30,20,30,15,0.41071429,3,9,1
567,65023901,0,2,0,10,10.833333,9.1666667,12.5,2.5,5,15,15,10,0.625,3,9,1
568,65024001,0,5,2,-0.83333333,0,-1.6666667,-10,0,-5,-5,15,0,0.83928571,0,3,7
569,65024101,0,5,0,12.083333,16.666667,7.5,15,7.5,20,10,15,5,0.58928571,1,6,4
570,65024201,0,4,2,12.5,20,5,10,-5,30,10,20,10,0.55357143,0,3,7
571,65024301,0,4,0,14.166667,16.666667,11.666667,0,5,15,15,35,15,0.51785714,0,7,3
572,65024401,0,2,0,27.5,40,15,20,5,65,30,35,10,0.23214286,0,9,1
573,65024501,0,3,2,16.666667,20,13.333333,15,5,15,25,30,10,0.46428571,0,5,5
574,65024601,0,3,0,10.833333,15,6.6666667,10,5,25,15,10,0,0.58928571,0,8,2
575,65024701,0,5,0,16.666667,21.666667,11.666667,10,5,25,15,30,15,0.46428571,3,6,4
576,65024801,0,4,0,5.8333333,8.3333333,3.3333333,5,0,5,5,15,5,0.69642857,0,7,3
577,65024901,0,7,0,2.0833333,0.83333333,3.3333333,-2.5,0,5,10,0,0,0.76785714,3,4,6
578,65025001,0,6,0,20,26.666667,13.333333,10,5,35,20,35,15,0.39285714,0,5,5
579,65025101,0,6,0,10.833333,16.666667,5,5,5,15,5,30,5,0.57142857,3,5,5
580,65025201,0,5,2,15.833333,25,6.6666667,25,15,0,0,50,5,0.48214286,1,1,9
581,65025301,0,5,0,29.166667,38.333333,20,20,5,60,45,35,10,0.19642857,0,6,4
582,65025401,0,5,0,12.5,16.666667,8.3333333,5,0,15,15,30,10,0.55357143,0,6,4
583,65025601,0,4,0,10.833333,13.333333,8.3333333,10,5,10,10,20,10,0.58928571,0,7,3
584,65025701,0,4,0,26.666667,38.333333,15,10,10,70,25,35,10,0.25,0,7,3
585,65025801,0,6,0,-1.6666667,0,-3.3333333,5,-10,-10,0,5,0,0.85714286,2,5,5
586,65025901,0,6,0,0,1.6666667,-1.6666667,-10,-10,15,5,0,0,0.82142857,0,5,5
587,65026001,0,3,2,12.5,16.666667,8.3333333,10,5,25,10,15,10,0.55357143,3,6,4
588,65026101,0,6,0,14.166667,18.333333,10,10,5,25,20,20,5,0.51785714,0,5,5
589,65026201,0,1,0,35.833333,48.333333,23.333333,25,15,70,45,50,10,0.053571429,1,10,0
590,65026301,0,6,0,10.833333,13.333333,8.3333333,0,5,25,10,15,10,0.58928571,0,5,5
591,65026401,0,5,0,6.6666667,15,-1.6666667,10,0,15,5,20,-10,0.66071429,0,6,4
592,65026501,0,8,0,0.41666667,0.83333333,0,-2.5,0,0,0,5,0,0.82142857,3,3,7
593,65026601,0,6,2,17.5,21.666667,13.333333,12.5,0,30,25,22.5,15,0.42857143,3,4,6
594,65026701,0,6,0,15.416667,20,10.833333,7.5,0,25,22.5,27.5,10,0.53571429,3,5,5
595,65026801,0,2,0,16.666667,23.333333,10,5,5,25,10,40,15,0.46428571,0,9,1
596,65026901,0,3,0,13.333333,20,6.6666667,5,5,32.5,10,22.5,5,0.5,3,8,2
597,65027001,0,6,0,12.916667,15.833333,10,10,0,15,15,22.5,15,0.53571429,3,5,5
598,65027101,0,6,0,0.41666667,1.6666667,-0.83333333,10,2.5,-5,-5,0,0,0.82142857,3,5,5
599,65027201,0,4,0,13.333333,18.333333,8.3333333,15,5,15,15,25,5,0.53571429,0,7,3
600,65027301,0,3,0,15.833333,23.333333,8.3333333,10,0,30,10,30,15,0.48214286,0,8,2
