"partid","trial","block","pumps","exploded","payoff"
64207901,28,3,60,0,60
64207901,29,3,28,0,28
64207901,30,3,46,0,46
64209301,1,1,10,0,10
64209301,2,1,10,0,10
64209301,3,1,10,0,10
64209301,4,1,10,0,10
64209301,5,1,18,0,18
64209301,6,1,21,0,21
64209301,7,1,47,1,0
64209301,8,1,30,0,30
64209301,9,1,36,0,36
64209301,10,1,36,0,36
64209301,11,2,36,0,36
64209301,12,2,18,1,0
64209301,13,2,30,0,30
64209301,14,2,25,0,25
64209301,15,2,30,0,30
64209301,16,2,35,0,35
64209301,17,2,21,0,21
64209301,18,2,1,1,0
64209301,19,2,26,0,26
64209301,20,2,25,0,25
64209301,21,3,40,0,40
64209301,22,3,13,1,0
64209301,23,3,50,0,50
64209301,24,3,40,0,40
64209301,25,3,30,0,30
64209301,26,3,60,0,60
64209301,27,3,70,0,70
64209301,28,3,33,1,0
64209301,29,3,41,0,41
64209301,30,3,60,0,60
64211001,1,1,26,0,26
64211001,2,1,29,0,29
64211001,3,1,30,1,0
64211001,4,1,26,0,26
64211001,5,1,29,0,29
64211001,6,1,13,1,0
64211001,7,1,25,0,25
64211001,8,1,27,0,27
64211001,9,1,26,0,26
64211001,10,1,25,0,25
64211001,11,2,28,0,28
64211001,12,2,27,0,27
64211001,13,2,29,0,29
64211001,14,2,33,0,33
64211001,15,2,40,0,40
64211001,16,2,1,1,0
64211001,17,2,30,0,30
64211001,18,2,33,0,33
64211001,19,2,33,0,33
64211001,20,2,34,0,34
64211001,21,3,18,1,0
64211001,22,3,25,0,25
64211001,23,3,25,0,25
64211001,24,3,25,0,25
64211001,25,3,25,0,25
64211001,26,3,33,0,33
64211001,27,3,34,0,34
64211001,28,3,22,1,0
64211001,29,3,33,0,33
64211001,30,3,81,1,0
64212701,1,1,9,0,9
64212701,2,1,91,1,0
64212701,3,1,61,1,0
64212701,4,1,13,1,0
64212701,5,1,70,0,70
64212701,6,1,55,1,0
64212701,7,1,80,0,80
64212701,8,1,70,1,0
64212701,9,1,70,0,70
64212701,10,1,30,1,0
64212701,11,2,80,0,80
64212701,12,2,58,1,0
64212701,13,2,80,0,80
64212701,14,2,71,0,71
64212701,15,2,78,1,0
64212701,16,2,75,0,75
64212701,17,2,50,1,0
64212701,18,2,49,1,0
64212701,19,2,18,1,0
64212701,20,2,1,1,0
64212701,21,3,56,1,0
64212701,22,3,70,0,70
64212701,23,3,85,0,85
64212701,24,3,72,1,0
64212701,25,3,28,1,0
64212701,26,3,67,1,0
64212701,27,3,37,1,0
64212701,28,3,33,1,0
64212701,29,3,22,1,0
64212701,30,3,70,0,70
65000201,1,1,8,0,8
65000201,2,1,14,0,14
65000201,3,1,30,0,30
65000201,4,1,56,1,0
65000201,6,1,18,1,0
65000201,7,1,30,0,30
65000201,8,1,45,0,45
65000201,9,1,33,1,0
65000201,10,1,40,0,40
65000201,11,2,13,1,0
65000201,12,2,49,0,49
65000201,13,2,15,0,15
65000201,14,2,50,0,50
65000201,15,2,25,0,25
65000201,16,2,55,0,55
65000201,17,2,60,0,60
65000201,18,2,20,0,20
65000201,19,2,70,0,70
65000201,20,2,1,1,0
65000201,21,3,30,1,0
65000201,22,3,35,0,35
65000201,23,3,37,1,0
65000201,24,3,30,0,30
65000201,25,3,45,0,45
65000201,26,3,50,1,0
65000201,27,3,20,0,20
65000201,28,3,50,0,50
65000201,29,3,55,0,55
65000201,30,3,60,0,60
65000301,1,1,37,1,0
65000301,2,1,25,0,25
65000301,3,1,39,0,39
65000301,4,1,47,1,0
65000301,5,1,46,0,46
65000301,6,1,54,0,54
65000301,7,1,18,1,0
65000301,8,1,55,0,55
65000301,9,1,1,1,0
65000301,10,1,28,1,0
65000301,11,2,43,0,43
65000301,12,2,71,0,71
65000301,13,2,78,1,0
65000301,14,2,64,0,64
65000301,15,2,58,1,0
65000301,16,2,49,1,0
65000301,17,2,55,0,55
65000301,18,2,67,1,0
65000301,19,2,22,1,0
65000301,20,2,44,0,44
65000301,21,3,61,1,0
65000301,22,3,50,0,50
65000301,23,3,13,1,0
65000301,24,3,30,1,0
65000301,25,3,55,1,0
65000301,26,3,36,0,36
65000301,27,3,33,1,0
65000301,28,3,46,0,46
65000301,29,3,61,0,61
65000301,30,3,45,0,45
65000501,1,1,95,1,0
65000501,2,1,50,0,50
65000501,3,1,61,1,0
65000501,4,1,50,0,50
65000501,5,1,56,1,0
65000501,6,1,50,1,0
65000501,7,1,50,0,50
65000501,8,1,50,0,50
65000501,9,1,65,0,65
65000501,10,1,22,1,0
65000501,11,2,75,0,75
65000501,12,2,60,0,60
65000501,13,2,18,1,0
65000501,14,2,70,0,70
65000501,15,2,28,1,0
65000501,16,2,60,0,60
65000501,17,2,33,1,0
65000501,18,2,70,0,70
65000501,19,2,50,0,50
65000501,20,2,50,0,50
65000501,21,3,55,1,0
65000501,22,3,79,1,0
65000501,23,3,47,1,0
65000501,24,3,13,1,0
65000501,25,3,37,1,0
65000501,26,3,49,1,0
65000501,27,3,30,1,0
65000501,28,3,50,0,50
65000501,29,3,50,0,50
65000501,30,3,1,1,0
65000601,1,1,37,1,0
65000601,2,1,30,0,30
65000601,3,1,32,0,32
65000601,4,1,33,0,33
65000601,5,1,44,0,44
65000601,6,1,22,1,0
65000601,7,1,35,0,35
65000601,8,1,58,1,0
65000601,9,1,30,1,0
65000601,10,1,44,0,44
65000601,11,2,49,1,0
65000601,12,2,18,1,0
65000601,13,2,37,0,37
65000601,14,2,44,0,44
65000601,15,2,13,1,0
65000601,16,2,39,0,39
65000601,17,2,42,0,42
65000601,18,2,28,1,0
65000601,19,2,28,0,28
65000601,20,2,35,0,35
65000601,21,3,41,0,41
65000601,22,3,43,0,43
65000601,23,3,30,0,30
65000601,24,3,28,0,28
65000601,25,3,37,0,37
65000601,26,3,35,0,35
65000601,27,3,40,0,40
65000601,28,3,45,0,45
65000601,29,3,1,1,0
65000601,30,3,53,0,53
65000701,1,1,28,1,0
65000701,2,1,23,0,23
65000701,3,1,35,0,35
65000701,4,1,60,0,60
65000701,5,1,47,1,0
65000701,6,1,50,0,50
65000701,7,1,1,1,0
65000701,8,1,37,1,0
65000701,9,1,55,0,55
65000701,10,1,63,0,63
65000701,11,2,67,1,0
65000701,12,2,60,0,60
65000701,13,2,22,1,0
65000701,14,2,65,0,65
65000701,15,2,13,1,0
65000701,16,2,33,1,0
65000701,17,2,50,0,50
65000701,18,2,18,1,0
65000701,19,2,85,0,85
65000701,20,2,79,1,0
65000701,21,3,68,0,68
65000701,22,3,81,1,0
65000701,23,3,58,1,0
65000701,24,3,56,1,0
65000701,25,3,50,1,0
65000701,26,3,51,0,51
65000701,27,3,82,0,82
65000701,28,3,49,1,0
65000701,29,3,53,0,53
65000701,30,3,30,1,0
65000801,1,1,28,1,0
65000801,2,1,21,0,21
65000801,3,1,30,1,0
65000801,4,1,18,1,0
65000801,5,1,20,0,20
65000801,6,1,26,0,26
65000801,7,1,28,0,28
65000801,8,1,48,0,48
65000801,9,1,58,1,0
65000801,10,1,43,0,43
65000801,11,2,46,0,46
65000801,12,2,47,0,47
65000801,13,2,50,0,50
65000801,14,2,55,1,0
65000801,15,2,48,0,48
65000801,16,2,51,0,51
65000801,17,2,53,0,53
65000801,18,2,60,0,60
65000801,19,2,72,0,72
65000801,20,2,85,0,85
65000801,21,3,72,1,0
65000801,22,3,64,0,64
65000801,23,3,47,1,0
65000801,24,3,56,0,56
65000801,25,3,61,1,0
65000801,26,3,1,1,0
65000801,27,3,67,1,0
65000801,28,3,37,1,0
65000801,29,3,22,1,0
65000801,30,3,13,1,0
65000901,1,1,33,0,33
65000901,2,1,64,0,64
65000901,3,1,61,1,0
65000901,4,1,57,0,57
65000901,5,1,72,0,72
65000901,6,1,81,0,81
65000901,7,1,28,1,0
65000901,8,1,49,1,0
65000901,9,1,41,0,41
65000901,10,1,33,1,0
65000901,11,2,18,1,0
65000901,12,2,55,1,0
65000901,13,2,58,0,58
65000901,14,2,67,1,0
65000901,15,2,37,1,0
65000901,16,2,47,1,0
65000901,17,2,22,1,0
65000901,18,2,44,0,44
65000901,19,2,49,0,49
65000901,20,2,50,1,0
65000901,21,3,50,0,50
65000901,22,3,45,0,45
65000901,23,3,50,0,50
65000901,24,3,13,1,0
65000901,25,3,56,0,56
65000901,26,3,55,0,55
65000901,27,3,1,1,0
65000901,28,3,53,0,53
65000901,29,3,53,0,53
65000901,30,3,30,1,0
65001001,1,1,30,0,30
65001001,2,1,50,0,50
65001001,3,1,80,0,80
65001001,4,1,37,1,0
65001001,5,1,60,0,60
65001001,6,1,70,0,70
65001001,7,1,90,0,90
65001001,8,1,49,1,0
65001001,9,1,47,1,0
65001001,10,1,22,1,0
65001001,11,2,50,0,50
65001001,12,2,28,1,0
65001001,13,2,50,0,50
65001001,14,2,33,1,0
65001001,15,2,50,0,50
65001001,16,2,1,1,0
65001001,17,2,50,0,50
65001001,18,2,50,0,50
65001001,19,2,50,0,50
65001001,20,2,60,0,60
65001001,21,3,80,0,80
65001001,22,3,67,1,0
65001001,23,3,60,0,60
65001001,24,3,60,0,60
65001001,25,3,13,1,0
65001001,26,3,55,1,0
65001001,27,3,50,1,0
65001001,28,3,18,1,0
65001001,29,3,30,1,0
65001001,30,3,60,0,60
65001101,1,1,27,0,27
65001101,2,1,26,0,26
65001101,3,1,30,0,30
65001101,4,1,22,1,0
65001101,5,1,47,0,47
65001101,6,1,30,1,0
65001101,7,1,37,0,37
65001101,8,1,1,1,0
65001101,9,1,41,0,41
65001101,10,1,53,0,53
65001101,11,2,47,1,0
65001101,12,2,48,0,48
65001101,13,2,13,1,0
65001101,14,2,47,0,47
65001101,15,2,50,0,50
65001101,16,2,50,0,50
65001101,17,2,75,0,75
65001101,18,2,28,1,0
65001101,19,2,79,1,0
65001101,20,2,75,0,75
65001101,21,3,78,1,0
65001101,22,3,33,1,0
65001101,23,3,61,0,61
65001101,24,3,56,1,0
65001101,25,3,60,0,60
65001101,26,3,63,0,63
65001101,27,3,68,0,68
65001101,28,3,37,1,0
65001101,29,3,49,1,0
65001101,30,3,18,1,0
65001201,1,1,61,0,61
65001201,2,1,73,1,0
65001201,3,1,55,1,0
65001201,4,1,33,1,0
65001201,5,1,20,0,20
65001201,6,1,1,1,0
65001201,7,1,26,0,26
65001201,8,1,38,0,38
65001201,9,1,42,0,42
65001201,10,1,48,0,48
65001201,11,2,49,0,49
65001201,12,2,50,1,0
65001201,13,2,41,0,41
65001201,14,2,44,0,44
65001201,15,2,52,0,52
65001201,16,2,48,0,48
65001201,17,2,28,1,0
65001201,18,2,38,0,38
65001201,19,2,18,1,0
65001201,20,2,13,1,0
65001201,21,3,14,0,14
65001201,22,3,32,0,32
65001201,23,3,36,0,36
65001201,24,3,49,1,0
65001201,25,3,33,0,33
65001201,26,3,44,0,44
65001201,27,3,52,0,52
65001201,28,3,33,0,33
65001201,29,3,22,1,0
65001201,30,3,51,0,51
65001301,1,1,27,0,27
65001301,2,1,18,1,0
65001301,3,1,12,0,12
65001301,4,1,25,0,25
65001301,5,1,41,0,41
65001301,6,1,28,1,0
65001301,7,1,30,0,30
65001301,8,1,13,1,0
65001301,9,1,27,0,27
65001301,10,1,32,0,32
65001301,11,2,39,0,39
65001301,12,2,45,0,45
65001301,13,2,47,0,47
65001301,14,2,50,0,50
65001301,15,2,56,0,56
65001301,16,2,56,1,0
65001301,17,2,45,0,45
65001301,18,2,30,1,0
65001301,19,2,33,1,0
65001301,20,2,27,0,27
65001301,21,3,39,0,39
65001301,22,3,38,0,38
65001301,23,3,1,1,0
65001301,24,3,22,1,0
65001301,25,3,26,0,26
65001301,26,3,30,0,30
65001301,27,3,45,0,45
65001301,28,3,49,0,49
65001301,29,3,50,1,0
65001301,30,3,35,0,35
65001401,1,1,30,0,30
65001401,2,1,28,1,0
65001401,3,1,25,0,25
65001401,4,1,26,0,26
65001401,5,1,33,0,33
65001401,6,1,26,0,26
65001401,7,1,30,0,30
65001401,8,1,30,0,30
65001401,9,1,40,0,40
65001401,10,1,13,1,0
65001401,11,2,38,0,38
65001401,12,2,34,0,34
65001401,13,2,34,0,34
65001401,14,2,36,0,36
65001401,15,2,37,0,37
65001401,16,2,35,0,35
65001401,17,2,60,0,60
65001401,18,2,62,0,62
65001401,19,2,33,1,0
65001401,20,2,46,0,46
65001401,21,3,54,0,54
65001401,22,3,60,0,60
65001401,23,3,50,1,0
65001401,24,3,50,0,50
65001401,25,3,50,0,50
65001401,26,3,1,1,0
65001401,27,3,50,0,50
65001401,28,3,22,1,0
65001401,29,3,17,0,17
65001401,30,3,50,0,50
65001501,1,1,50,1,0
65001501,2,1,30,0,30
65001501,3,1,37,0,37
65001501,4,1,40,0,40
65001501,5,1,46,0,46
65001501,6,1,37,1,0
65001501,7,1,28,1,0
65001501,8,1,28,0,28
65001501,9,1,36,0,36
65001501,10,1,43,0,43
65001501,11,2,35,0,35
65001501,12,2,46,0,46
65001501,13,2,44,0,44
65001501,14,2,18,1,0
65001501,15,2,43,0,43
65001501,16,2,43,0,43
65001501,17,2,1,1,0
65001501,18,2,49,0,49
65001501,19,2,59,0,59
65001501,20,2,56,1,0
65001501,21,3,41,0,41
65001501,22,3,53,0,53
65001501,23,3,42,0,42
65001501,24,3,46,0,46
65001501,25,3,56,0,56
65001501,26,3,22,1,0
65001501,27,3,13,1,0
65001501,28,3,33,1,0
65001501,29,3,46,0,46
65001501,30,3,30,1,0
65001601,1,1,25,0,25
65001601,2,1,13,1,0
65001601,3,1,15,0,15
65001601,4,1,22,0,22
65001601,5,1,30,0,30
65001601,6,1,40,0,40
65001601,7,1,68,0,68
65001601,8,1,22,1,0
65001601,9,1,50,0,50
65001601,10,1,37,1,0
65001601,11,2,30,0,30
65001601,12,2,40,0,40
65001601,13,2,70,1,0
65001601,14,2,50,0,50
65001601,15,2,30,0,30
65001601,16,2,50,1,0
65001601,17,2,49,0,49
65001601,18,2,1,1,0
65001601,19,2,18,1,0
65001601,20,2,19,0,19
65001601,21,3,30,1,0
65001601,22,3,39,0,39
65001601,23,3,49,0,49
65001601,24,3,59,0,59
65001601,25,3,69,0,69
65001601,26,3,59,0,59
65001601,27,3,79,0,79
65001601,28,3,72,1,0
65001601,29,3,28,1,0
65001601,30,3,38,0,38
65001701,1,1,42,0,42
65001701,2,1,60,0,60
65001701,3,1,80,0,80
65001701,4,1,28,1,0
65001701,5,1,43,0,43
65001701,6,1,56,1,0
65001701,7,1,40,0,40
65001701,8,1,50,0,50
65001701,9,1,47,1,0
65001701,10,1,45,0,45
65001701,11,2,49,0,49
65001701,12,2,1,1,0
65001701,13,2,50,1,0
65001701,14,2,50,0,50
65001701,15,2,13,1,0
65001701,16,2,57,0,57
65001701,17,2,60,0,60
65001701,18,2,22,1,0
65001701,19,2,45,0,45
65001701,20,2,18,1,0
65001701,21,3,33,1,0
65001701,22,3,40,0,40
65001701,23,3,30,0,30
65001701,24,3,37,1,0
65001701,25,3,40,0,40
65001701,26,3,37,0,37
65001701,27,3,46,0,46
65001701,28,3,50,0,50
65001701,29,3,42,0,42
65001701,30,3,30,1,0
65001801,1,1,47,1,0
65001801,2,1,30,0,30
65001801,3,1,38,0,38
65001801,4,1,13,1,0
65001801,5,1,33,1,0
65001801,6,1,31,0,31
65001801,7,1,33,0,33
65001801,8,1,37,0,37
65001801,9,1,48,0,48
65001801,10,1,1,1,0
65001801,11,2,73,0,73
65001801,12,2,28,1,0
65001801,13,2,56,1,0
65001801,14,2,51,0,51
65001801,15,2,30,1,0
65001801,16,2,58,0,58
65001801,17,2,37,1,0
65001801,18,2,49,1,0
65001801,19,2,50,0,50
65001801,20,2,56,0,56
65001801,21,3,65,0,65
65001801,22,3,70,0,70
65001801,23,3,73,1,0
65001801,24,3,70,0,70
65001801,25,3,76,0,76
65001801,26,3,73,0,73
65001801,27,3,22,1,0
65001801,28,3,18,1,0
65001801,29,3,62,0,62
65001801,30,3,58,1,0
65001901,1,1,74,0,74
65001901,2,1,62,0,62
65001901,3,1,86,0,86
65001901,4,1,30,1,0
65001901,5,1,61,0,61
65001901,6,1,13,1,0
65001901,7,1,37,0,37
65001901,8,1,58,1,0
65001901,9,1,37,1,0
65001901,10,1,27,0,27
65001901,11,2,30,0,30
65001901,12,2,59,0,59
65001901,13,2,33,1,0
65001901,14,2,21,0,21
65001901,15,2,36,0,36
65001901,16,2,60,0,60
65001901,17,2,56,1,0
65001901,18,2,40,0,40
65001901,19,2,49,0,49
65001901,20,2,59,0,59
65001901,21,3,49,1,0
65001901,22,3,51,0,51
65001901,23,3,28,1,0
65001901,24,3,18,1,0
65001901,25,3,11,0,11
65001901,26,3,10,0,10
65001901,27,3,1,1,0
65001901,28,3,48,0,48
65001901,29,3,20,0,20
65001901,30,3,52,0,52
65002001,1,1,39,0,39
65002001,2,1,13,1,0
65002001,3,1,12,0,12
65002001,4,1,20,0,20
65002001,5,1,24,0,24
65002001,6,1,34,0,34
65002001,7,1,28,0,28
65002001,8,1,36,0,36
65002001,9,1,22,1,0
65002001,10,1,18,1,0
65002001,11,2,18,0,18
65002001,12,2,1,1,0
65002001,13,2,22,0,22
65002001,14,2,26,0,26
65002001,15,2,28,0,28
65002001,16,2,25,0,25
65002001,17,2,24,0,24
65002001,18,2,28,0,28
65002001,19,2,33,0,33
65002001,20,2,35,0,35
65002001,21,3,36,0,36
65002001,22,3,34,0,34
65002001,23,3,34,0,34
65002001,24,3,36,0,36
65002001,25,3,36,0,36
65002001,26,3,43,0,43
65002001,27,3,41,0,41
65002001,28,3,46,0,46
65002001,29,3,49,1,0
65002001,30,3,35,0,35
65002101,1,1,10,0,10
65002101,2,1,20,0,20
65002101,3,1,1,1,0
65002101,4,1,25,0,25
65002101,5,1,30,0,30
65002101,6,1,35,0,35
65002101,7,1,40,0,40
65002101,8,1,45,0,45
65002101,9,1,50,0,50
65002101,10,1,50,0,50
65002101,11,2,50,0,50
65002101,12,2,28,1,0
65002101,13,2,18,1,0
65002101,14,2,30,0,30
65002101,15,2,40,0,40
65002101,16,2,22,1,0
65002101,17,2,40,0,40
65002101,18,2,33,1,0
65002101,19,2,13,1,0
65002101,20,2,20,0,20
65002101,21,3,30,0,30
65002101,22,3,40,0,40
65002101,23,3,45,0,45
65002101,24,3,47,1,0
65002101,25,3,30,1,0
65002101,26,3,20,0,20
65002101,27,3,25,0,25
65002101,28,3,35,0,35
65002101,29,3,25,0,25
65002101,30,3,30,0,30
65002201,1,1,41,0,41
65002201,2,1,87,0,87
65002201,3,1,79,1,0
65002201,4,1,73,1,0
65002201,5,1,13,1,0
65002201,6,1,18,1,0
65002201,7,1,27,0,27
65002201,8,1,51,0,51
65002201,9,1,61,0,61
65002201,10,1,50,1,0
65002201,11,2,54,0,54
65002201,12,2,58,1,0
65002201,13,2,33,1,0
65002201,14,2,41,0,41
65002201,15,2,61,1,0
65002201,16,2,49,1,0
65002201,17,2,22,1,0
65002201,18,2,41,0,41
65002201,19,2,47,1,0
65002201,20,2,30,1,0
65002201,21,3,50,0,50
65002201,22,3,1,1,0
65002201,23,3,55,1,0
65002201,24,3,36,0,36
65002201,25,3,28,1,0
65002201,26,3,39,0,39
65002201,27,3,50,0,50
65002201,28,3,50,0,50
65002201,29,3,51,0,51
65002201,30,3,54,0,54
65002301,1,1,45,0,45
65002301,2,1,13,1,0
65002301,3,1,20,0,20
65002301,4,1,36,0,36
65002301,5,1,42,0,42
65002301,6,1,50,0,50
65002301,7,1,66,0,66
65002301,8,1,50,1,0
65002301,9,1,18,1,0
65002301,10,1,20,0,20
65002301,11,2,30,0,30
65002301,12,2,33,1,0
65002301,13,2,34,0,34
65002301,14,2,40,0,40
65002301,15,2,50,0,50
65002301,16,2,41,0,41
65002301,17,2,47,1,0
65002301,18,2,1,1,0
65002301,19,2,35,0,35
65002301,20,2,30,1,0
65002301,21,3,30,0,30
65002301,22,3,43,0,43
65002301,23,3,42,0,42
65002301,24,3,22,1,0
65002301,25,3,30,0,30
65002301,26,3,28,1,0
65002301,27,3,30,0,30
65002301,28,3,42,0,42
65002301,29,3,39,0,39
65002301,30,3,50,0,50
65002401,1,1,31,0,31
65002401,2,1,44,0,44
65002401,3,1,30,1,0
65002401,4,1,32,0,32
65002401,5,1,35,0,35
65002401,6,1,39,0,39
65002401,7,1,41,0,41
65002401,8,1,42,0,42
65002401,9,1,18,1,0
65002401,10,1,22,1,0
65002401,11,2,38,0,38
65002401,12,2,41,0,41
65002401,13,2,42,0,42
65002401,14,2,45,0,45
65002401,15,2,44,0,44
65002401,16,2,49,0,49
65002401,17,2,13,1,0
65002401,18,2,28,1,0
65002401,19,2,45,0,45
65002401,20,2,47,0,47
65002401,21,3,49,0,49
65002401,22,3,51,0,51
65002401,23,3,1,1,0
65002401,24,3,51,0,51
65002401,25,3,49,1,0
65002401,26,3,33,1,0
65002401,27,3,49,0,49
65002401,28,3,45,0,45
65002401,29,3,47,0,47
65002401,30,3,37,1,0
65002501,1,1,67,1,0
65002501,2,1,37,1,0
65002501,3,1,24,0,24
65002501,4,1,37,0,37
65002501,5,1,28,1,0
65002501,6,1,1,1,0
65002501,7,1,28,0,28
65002501,8,1,34,0,34
65002501,9,1,44,0,44
65002501,10,1,30,1,0
65002501,11,2,35,0,35
65002501,12,2,44,0,44
65002501,13,2,50,0,50
65002501,14,2,39,0,39
65002501,15,2,18,1,0
65002501,16,2,40,0,40
65002501,17,2,47,1,0
65002501,18,2,35,0,35
65002501,19,2,40,0,40
65002501,20,2,33,1,0
65002501,21,3,22,1,0
65002501,22,3,50,0,50
65002501,23,3,50,0,50
65002501,24,3,50,1,0
65002501,25,3,34,0,34
65002501,26,3,45,0,45
65002501,27,3,48,0,48
65002501,28,3,13,1,0
65002501,29,3,45,0,45
65002501,30,3,54,0,54
65002601,1,1,37,1,0
65002601,2,1,28,0,28
65002601,3,1,30,0,30
65002601,4,1,32,0,32
65002601,5,1,33,0,33
65002601,6,1,35,0,35
65002601,7,1,33,1,0
65002601,8,1,30,0,30
65002601,9,1,32,0,32
65002601,10,1,22,1,0
65002601,11,2,31,0,31
65002601,12,2,33,0,33
65002601,13,2,34,0,34
65002601,14,2,34,0,34
65002601,15,2,34,0,34
65002601,16,2,34,0,34
65002601,17,2,13,1,0
65002601,18,2,30,0,30
65002601,19,2,28,1,0
65002601,20,2,18,1,0
65002601,21,3,1,1,0
65002601,22,3,30,0,30
65002601,23,3,31,0,31
65002601,24,3,32,0,32
65002601,25,3,32,0,32
65002601,26,3,33,0,33
65002601,27,3,32,0,32
65002601,28,3,30,1,0
65002601,29,3,30,0,30
65002601,30,3,33,0,33
65002701,1,1,100,1,0
65002701,2,1,49,1,0
65002701,3,1,33,0,33
65002701,4,1,37,0,37
65002701,5,1,50,0,50
65002701,6,1,33,1,0
65002701,7,1,28,1,0
65002701,8,1,30,0,30
65002701,9,1,30,0,30
65002701,10,1,1,1,0
65002701,11,2,40,0,40
65002701,12,2,50,0,50
65002701,13,2,50,0,50
65002701,14,2,30,0,30
65002701,15,2,37,1,0
65002701,16,2,30,0,30
65002701,17,2,18,1,0
65002701,18,2,30,0,30
65002701,19,2,30,0,30
65002701,20,2,30,0,30
65002701,21,3,30,0,30
65002701,22,3,35,0,35
65002701,23,3,30,0,30
65002701,24,3,35,0,35
65002701,25,3,13,1,0
65002701,26,3,40,0,40
65002701,27,3,40,0,40
65002701,28,3,30,1,0
65002701,29,3,20,0,20
65002701,30,3,22,1,0
65002801,1,1,100,1,0
65002801,2,1,28,1,0
65002801,3,1,22,1,0
65002801,4,1,50,0,50
65002801,5,1,50,0,50
65002801,6,1,33,1,0
65002801,7,1,49,1,0
65002801,8,1,50,0,50
65002801,9,1,50,0,50
65002801,10,1,50,0,50
65002801,11,2,1,1,0
65002801,12,2,18,1,0
65002801,13,2,50,0,50
65002801,14,2,50,0,50
65002801,15,2,50,0,50
65002801,16,2,50,1,0
65002801,17,2,50,0,50
65002801,18,2,13,1,0
65002801,19,2,47,1,0
65002801,20,2,50,0,50
65002801,21,3,51,0,51
65002801,22,3,50,0,50
65002801,23,3,50,0,50
65002801,24,3,50,0,50
65002801,25,3,37,1,0
65002801,26,3,50,0,50
65002801,27,3,50,0,50
65002801,28,3,50,0,50
65002801,29,3,50,0,50
65002801,30,3,30,1,0
65002901,1,1,13,1,0
65002901,2,1,53,0,53
65002901,3,1,49,1,0
65002901,4,1,49,0,49
65002901,5,1,51,0,51
65002901,6,1,50,0,50
65002901,7,1,50,0,50
65002901,8,1,53,0,53
65002901,9,1,28,1,0
65002901,10,1,50,0,50
65002901,11,2,51,0,51
65002901,12,2,47,1,0
65002901,13,2,30,1,0
65002901,14,2,50,0,50
65002901,15,2,50,0,50
65002901,16,2,18,1,0
65002901,17,2,49,0,49
65002901,18,2,50,0,50
65002901,19,2,50,1,0
65002901,20,2,46,0,46
65002901,21,3,46,0,46
65002901,22,3,49,0,49
65002901,23,3,22,1,0
65002901,24,3,51,0,51
65002901,25,3,48,0,48
65002901,26,3,1,1,0
65002901,27,3,37,1,0
65002901,28,3,33,1,0
65002901,29,3,30,0,30
65002901,30,3,50,0,50
65003001,1,1,33,1,0
65003001,2,1,15,0,15
65003001,3,1,30,0,30
65003001,4,1,30,0,30
65003001,5,1,30,0,30
65003001,6,1,35,0,35
65003001,7,1,35,0,35
65003001,8,1,40,0,40
65003001,9,1,30,0,30
65003001,10,1,30,1,0
65003001,11,2,20,0,20
65003001,12,2,40,0,40
65003001,13,2,16,0,16
65003001,14,2,29,0,29
65003001,15,2,13,1,0
65003001,16,2,30,0,30
65003001,17,2,20,0,20
65003001,18,2,40,0,40
65003001,19,2,1,1,0
65003001,20,2,20,0,20
65003001,21,3,30,0,30
65003001,22,3,20,0,20
65003001,23,3,30,0,30
65003001,24,3,30,0,30
65003001,25,3,18,1,0
65003001,26,3,22,1,0
65003001,27,3,20,0,20
65003001,28,3,30,0,30
65003001,29,3,28,1,0
65003001,30,3,15,0,15
65003101,1,1,33,1,0
65003101,2,1,20,0,20
65003101,3,1,30,0,30
65003101,4,1,40,0,40
65003101,5,1,28,1,0
65003101,6,1,30,0,30
65003101,7,1,22,1,0
65003101,8,1,20,0,20
65003101,9,1,25,0,25
65003101,10,1,30,0,30
65003101,11,2,35,0,35
65003101,12,2,43,0,43
65003101,13,2,37,0,37
65003101,14,2,1,1,0
65003101,15,2,35,0,35
65003101,16,2,40,0,40
65003101,17,2,30,1,0
65003101,18,2,30,0,30
65003101,19,2,18,1,0
65003101,20,2,40,0,40
65003101,21,3,44,0,44
65003101,22,3,45,0,45
65003101,23,3,49,1,0
65003101,24,3,33,0,33
65003101,25,3,35,0,35
65003101,26,3,40,0,40
65003101,27,3,40,0,40
65003101,28,3,45,0,45
65003101,29,3,47,0,47
65003101,30,3,13,1,0
65003201,1,1,47,0,47
65003201,2,1,67,0,67
65003201,3,1,78,0,78
65003201,4,1,55,1,0
65003201,5,1,50,0,50
65003201,6,1,51,0,51
65003201,7,1,13,1,0
65003201,8,1,50,0,50
65003201,9,1,56,0,56
65003201,10,1,33,1,0
65003201,11,2,54,0,54
65003201,12,2,60,0,60
65003201,13,2,18,1,0
65003201,14,2,60,0,60
65003201,15,2,61,0,61
65003201,16,2,22,1,0
65003201,17,2,59,0,59
65003201,18,2,59,0,59
65003201,19,2,1,1,0
65003201,20,2,47,1,0
65003201,21,3,30,1,0
65003201,22,3,40,0,40
65003201,23,3,57,0,57
65003201,24,3,37,1,0
65003201,25,3,51,0,51
65003201,26,3,44,0,44
65003201,27,3,49,0,49
65003201,28,3,61,1,0
65003201,29,3,51,0,51
65003201,30,3,28,1,0
65003301,1,1,78,1,0
65003301,2,1,71,0,71
65003301,3,1,18,1,0
65003301,4,1,28,1,0
65003301,5,1,35,0,35
65003301,6,1,40,0,40
