"partid","location","rt_decision","H","R","R_sh1","R_sh2"
65018801,"Berlin",11295.875,0.25,0.75,1,0.5
65018901,"Berlin",13576.125,1,0.5,0.5,0.5
65019001,"Berlin",6421.25,0.375,0.375,0.5,0.25
65019101,"Berlin",11443.25,0.5,1,1,1
65019201,"Berlin",6534,0.25,0.75,1,0.5
65019301,"Berlin",16992.5,0.75,0.5,0.25,0.75
65019401,"Berlin",18218,0.5,0.5,0.5,0.5
65019501,"Berlin",17059.375,1,0.5,0.5,0.5
65019601,"Berlin",6747.25,0.75,0.25,0.25,0.25
65019701,"Berlin",10812.25,0.375,0.375,0.25,0.5
65019801,"Berlin",12567.25,0.625,0.625,0.75,0.5
65019901,"Berlin",7011.125,0.375,0.625,0.75,0.5
65020001,"Berlin",5386.75,0.125,0.375,0.5,0.25
65020101,"Berlin",10187.25,0.625,0.375,0.75,0
65020201,"Berlin",12179.875,0.25,0.5,0.25,0.75
65020301,"Berlin",34368.875,0.25,0.25,0.25,0.25
65020401,"Berlin",10920.375,0.375,0.375,0,0.75
65020501,"Berlin",14139.25,0.5,0.5,0.75,0.25
65020601,"Berlin",9877.625,0.5,0.5,0.5,0.5
65020701,"Berlin",9435.25,0.25,0.25,0.5,0
65020801,"Berlin",12859.25,0.125,0.625,0.5,0.75
65020901,"Berlin",6610.25,0.375,0.625,0.5,0.75
65021001,"Berlin",9738.25,0.75,0.75,0.5,1
65021101,"Berlin",5515.75,0.25,0.5,0.5,0.5
65021201,"Berlin",10089.75,0.625,0.375,0.25,0.5
65021301,"Berlin",10167.375,0.625,0.375,0.5,0.25
65021401,"Berlin",12420.125,0,0.5,0.75,0.25
65021501,"Berlin",4226.25,0.375,0.375,0.25,0.5
65021601,"Berlin",6669,0.375,0.375,0.25,0.5
65021701,"Berlin",7423.125,0.375,0.375,0.5,0.25
65021801,"Berlin",6725.25,0.25,0.5,0.75,0.25
65022001,"Berlin",6788.625,0.5,0.5,0.75,0.25
65022101,"Berlin",6962.625,0.125,0.625,0.5,0.75
65022201,"Berlin",8647.875,0.375,0.375,0.5,0.25
65022301,"Berlin",10702.5,0.625,0.625,0.75,0.5
65022401,"Berlin",8845.25,0.875,0.375,0.5,0.25
65022501,"Berlin",10470.625,0.25,0.75,1,0.5
65022601,"Berlin",5006.25,0.375,0.625,0.75,0.5
65022701,"Berlin",18137.375,0.625,0.375,0.25,0.5
65022801,"Berlin",23138.625,0.875,0.375,0.25,0.5
65022901,"Berlin",9924,0.375,0.375,0.25,0.5
65023001,"Berlin",10207.625,0.125,0.625,0.75,0.5
65023101,"Berlin",7705.25,0.125,0.375,0.5,0.25
65023201,"Berlin",10834.5,0.25,0.5,0.25,0.75
65023301,"Berlin",7552,0,0.5,1,0
65023401,"Berlin",5823.625,0.625,0.375,0.25,0.5
65023501,"Berlin",8375.75,0.25,0.25,0.5,0
65023601,"Berlin",31365,0.5,0.75,0.75,0.75
65023701,"Berlin",8264.75,0.125,0.625,0.5,0.75
65023801,"Berlin",17014.375,0.25,0.75,0.75,0.75
65023901,"Berlin",9728.625,0.125,0.375,0.25,0.5
65024001,"Berlin",10449.75,0.25,0.75,0.75,0.75
65024101,"Berlin",18572.5,0.375,0.375,0.25,0.5
65024201,"Berlin",8579.5,0,0.5,0.5,0.5
65024301,"Berlin",10623.375,0.375,0.375,0,0.75
65024401,"Berlin",9462,0.125,0.625,0.5,0.75
65024501,"Berlin",12715.5,0.625,0.625,0.5,0.75
65024601,"Berlin",11662.375,0.625,0.625,0.5,0.75
65024701,"Berlin",7440.5,0.5,0.5,0.5,0.5
65024801,"Berlin",9156.125,0.5,0.75,0.75,0.75
65024901,"Berlin",17932.25,0.375,0.375,0.5,0.25
65025001,"Berlin",8788.75,0.875,0.375,0.5,0.25
65025101,"Berlin",7126.875,0.5,0.5,0.5,0.5
65025201,"Berlin",9401.5,0.75,0.5,0.25,0.75
65025301,"Berlin",9840.75,0.375,0.625,0.5,0.75
65025401,"Berlin",8209.875,0.5,0.25,0.25,0.25
65025601,"Berlin",7191,0.25,0.5,0.5,0.5
65025701,"Berlin",11153.75,0.375,0.375,0.25,0.5
65025801,"Berlin",6351.5,0.625,0.625,0.5,0.75
65025901,"Berlin",6920.125,0.5,0.5,0.5,0.5
65026001,"Berlin",12238.5,0.25,0.5,0.5,0.5
65026101,"Berlin",21984.25,0.25,0.75,0.75,0.75
65026201,"Berlin",8062.125,0.5,0.25,0.5,0
65026301,"Berlin",19254.375,0.375,0.375,0.25,0.5
65026401,"Berlin",9021.75,0.625,0.625,0.5,0.75
65026501,"Berlin",6404.75,0.625,0.625,0.25,1
65026601,"Berlin",10069.25,0.5,0.5,0.5,0.5
65026701,"Berlin",14854.875,0.375,0.375,0.5,0.25
65026801,"Berlin",14183.25,0.375,0.375,0.5,0.25
65026901,"Berlin",11300.25,0.625,0.375,0.75,0
65027001,"Berlin",6395.875,0.125,0.625,0.5,0.75
65027101,"Berlin",5813,0.625,0.375,0.25,0.5
65027201,"Berlin",9064.875,0.375,0.625,0.5,0.75
65027301,"Berlin",12878.875,0.5,0.5,0.5,0.5
65027401,"Berlin",9278.5,0.375,0.375,0.25,0.5
65027501,"Berlin",8930.375,0.875,0.375,0,0.75
65027601,"Berlin",20398.375,0.25,0.5,0.25,0.75
65027701,"Berlin",15639.625,0.5,0.25,0.25,0.25
65027801,"Berlin",12829,0.625,0.625,0.5,0.75
65027901,"Berlin",7546.875,0.125,0.375,0.5,0.25
65028001,"Berlin",8827,0.875,0.625,0.5,0.75
65028101,"Berlin",9994.875,0.5,0.25,0.25,0.25
65028201,"Berlin",12700.5,0.5,0.5,0.75,0.25
65028301,"Berlin",20868.125,0.5,0.25,0.25,0.25
65028401,"Berlin",28238.375,0.75,0.5,0.5,0.5
65028501,"Berlin",12794.75,0.25,0.25,0.25,0.25
65028601,"Berlin",9827.375,0.375,0.375,0.5,0.25
65028701,"Berlin",7425.25,0.625,0.375,0.25,0.5
65028801,"Berlin",10817.75,0.375,0.375,0.25,0.5
65028901,"Berlin",9065.625,0.125,0.375,0.5,0.25
65029001,"Berlin",11477.875,0.75,0.75,0.75,0.75
65029101,"Berlin",11145.25,0.25,0.5,0.5,0.5
65029201,"Berlin",8273.375,0.5,0.5,0.75,0.25
65029301,"Berlin",13461.5,0,0.5,0.5,0.5
65029401,"Berlin",13127.25,0.625,0.625,0.75,0.5
65029501,"Berlin",10345.625,0.25,0.75,0.5,1
65029601,"Berlin",11307.125,0.375,0.375,0.5,0.25
65029701,"Berlin",7500.125,0.75,0.5,0.5,0.5
65029801,"Berlin",5314.625,0.375,0.375,0.5,0.25
65029901,"Berlin",6606.875,0.5,0.25,0.25,0.25
65030001,"Berlin",9760.875,0.25,0.5,0.5,0.5
65030101,"Berlin",9917.5,0.625,0.625,0.5,0.75
65030201,"Berlin",19474.625,0.625,0.375,0,0.75
65030301,"Berlin",6883.625,0.75,0.5,0.5,0.5
65030401,"Berlin",15190.125,0.5,0.75,0.75,0.75
65030501,"Berlin",9651.875,0.25,0.5,0.5,0.5
65030601,"Berlin",10138,0.5,0.5,0.25,0.75
65030701,"Berlin",9210,0.5,0.75,0.75,0.75
65030801,"Berlin",8437.75,0.625,0.375,0.5,0.25
65030901,"Berlin",8987,0.375,0.625,0.5,0.75
65031001,"Berlin",5100.5,0.25,0.75,0.5,1
65031101,"Berlin",7975.875,0.75,0.5,0.75,0.25
65031201,"Berlin",11654.25,0.375,0.625,0.75,0.5
65031301,"Berlin",9607,0.5,0.5,0.75,0.25
65031401,"Berlin",11395.125,0.25,0.25,0.25,0.25
65031501,"Berlin",12320,0.375,0.875,0.75,1
65031601,"Berlin",9438.25,0.375,0.625,0.75,0.5
65031701,"Berlin",7773,0.375,0.875,1,0.75
65031801,"Berlin",7800.875,0.375,0.375,0.25,0.5
65031901,"Berlin",12717.75,0.25,0.5,0.25,0.75
65032001,"Berlin",14054.75,0.75,0.5,0.5,0.5
65032101,"Berlin",17104.5,0.625,0.375,0.5,0.25
65032201,"Berlin",10054.75,0.75,0.5,0.5,0.5
65032301,"Berlin",10720.5,0.125,0.375,0.5,0.25
65032401,"Berlin",8629.625,0.75,0.5,0.75,0.25
65032501,"Berlin",18011.75,0.375,0.625,0.5,0.75
65032601,"Berlin",10921.5,0.375,0.625,0.75,0.5
65032701,"Berlin",10049.875,0.5,0.75,0.5,1
65032801,"Berlin",14520.375,0.5,0.5,0.25,0.75
65032901,"Berlin",6852.125,0.625,0.375,0.25,0.5
65033001,"Berlin",6262.75,0.25,0.25,0.5,0
65033101,"Berlin",8984.75,0.125,0.625,0.75,0.5
65033201,"Berlin",9145.75,0.75,0.5,0.5,0.5
65033301,"Berlin",8123,0.625,0.625,0.5,0.75
65033401,"Berlin",9126.25,0.625,0.375,0.75,0
65033501,"Berlin",12260.75,0.25,0.5,0.75,0.25
65033601,"Berlin",14822.5,0.25,0.5,0.5,0.5
65033701,"Berlin",13889.375,0.25,0.5,1,0
65033801,"Berlin",16393,0.875,0.625,0.75,0.5
65033901,"Berlin",9173.75,0.375,0.125,0.25,0
65034001,"Berlin",9830,0.625,0.375,0.25,0.5
65034101,"Berlin",14973.375,0.375,0.625,0.75,0.5
65034201,"Berlin",16176.125,0.375,0.625,0.75,0.5
65034301,"Berlin",13495.5,0.125,0.625,0.75,0.5
65034401,"Berlin",11921.125,0.625,0.375,0.75,0
65034501,"Berlin",7992,0.25,0.25,0.25,0.25
65034601,"Berlin",8612.125,0.375,0.375,0.25,0.5
65034701,"Berlin",8812,0.125,0.625,0.5,0.75
65034801,"Berlin",18221.625,0.5,0.75,0.75,0.75
65034901,"Berlin",6335.375,0.375,0.875,0.75,1
65035001,"Berlin",10757.5,0.375,0.625,0.75,0.5
65035101,"Berlin",17905.375,0.375,0.375,0.25,0.5
65035201,"Berlin",11269.875,0.375,0.625,0.75,0.5
65035301,"Berlin",9786.25,0.125,0.625,1,0.25
65035401,"Berlin",13389.625,0.625,0.375,0.25,0.5
65035501,"Berlin",7689,0.75,0.5,0.5,0.5
65035601,"Berlin",5332.375,0.5,0.5,0,1
65035701,"Berlin",9616.625,0.125,0.625,0.75,0.5
65035801,"Berlin",7005.75,0.375,0.375,0.25,0.5
65035901,"Berlin",10141.875,0.25,0.5,0.75,0.25
65036001,"Berlin",13305,0.125,0.625,0.5,0.75
65036101,"Berlin",11522,0.5,0.25,0.25,0.25
65036201,"Berlin",7867.125,0.25,0.25,0.25,0.25
65036301,"Berlin",16185.5,0.625,0.375,0.25,0.5
65036401,"Berlin",16063.375,0.375,0.375,0.25,0.5
65036501,"Berlin",9278.375,0.375,0.375,0.5,0.25
65036601,"Berlin",11936.125,0.625,0.625,0.5,0.75
65036701,"Berlin",5643.5,0.5,0.25,0.5,0
65036801,"Berlin",7461.875,0.375,0.375,0.5,0.25
65036901,"Berlin",17055.625,0.25,0.25,0.25,0.25
65037001,"Berlin",19967.625,0.75,0.25,0.25,0.25
65037101,"Berlin",5360.375,0.25,0.5,0.5,0.5
65037201,"Berlin",4039.5,0.375,0.375,0.25,0.5
65037301,"Berlin",5840.125,0.5,0.25,0.25,0.25
65037401,"Berlin",9457.875,0.25,0.75,0.75,0.75
65037501,"Berlin",6351.125,0.625,0.375,0.25,0.5
65037601,"Berlin",11155,0.25,0.5,0.5,0.5
65037701,"Berlin",10318,0.5,0.5,0.5,0.5
65037801,"Berlin",15638.75,0.125,0.625,1,0.25
65037901,"Berlin",5591.375,0.375,0.375,0,0.75
65038001,"Berlin",8532.5,0.875,0.625,0.75,0.5
65038101,"Berlin",9550.125,0.5,0.75,0.75,0.75
65038201,"Berlin",13967.625,0.625,0.625,0.75,0.5
65038301,"Berlin",12103.75,0.625,0.125,0.25,0
65038401,"Berlin",8500,0.5,0.5,0.75,0.25
65038501,"Berlin",11773.5,0.625,0.375,0.5,0.25
65038601,"Berlin",26514.875,0.5,0,0,0
65038701,"Berlin",12392.75,0.375,0.875,1,0.75
65038801,"Berlin",20494.5,0.625,0.375,0.5,0.25
65038901,"Berlin",9494.25,0.5,0.5,0.75,0.25
65039001,"Berlin",10663.625,0,0.5,0.5,0.5
65039101,"Berlin",9137.125,0.375,0.375,0.25,0.5
65039201,"Berlin",19942.625,0.25,0.5,0.25,0.75
65039301,"Berlin",12811.75,0.25,0.25,0.25,0.25
65039401,"Berlin",8104.875,0.5,0.75,1,0.5
65039501,"Berlin",8621.375,0.75,0.5,0.5,0.5
65039601,"Berlin",12299.25,0.125,0.625,0.75,0.5
65039701,"Berlin",15938.375,0.875,0.625,0.75,0.5
65039801,"Berlin",13700,0.5,0.5,0.5,0.5
65039901,"Berlin",11292.5,0.625,0.375,0.25,0.5
65040001,"Berlin",20296.875,0.375,0.375,0.25,0.5
65040201,"Berlin",9804.125,0.5,0.5,0.25,0.75
65040301,"Berlin",10610,0.375,0.375,0.25,0.5
65040401,"Berlin",8360.875,0.75,0.5,0.25,0.75
65040501,"Berlin",6660.375,0.125,0.625,0.5,0.75
65040601,"Berlin",12488.5,0.375,0.375,0.5,0.25
65040701,"Berlin",13003.625,0.25,0.5,0.5,0.5
65040801,"Berlin",7744.75,0.5,0.75,0.5,1
65040901,"Berlin",7656.5,0.25,0.75,0.75,0.75
65041001,"Berlin",10465.5,0.25,0.25,0.25,0.25
65041101,"Berlin",12912.125,0.5,0.5,0.75,0.25
65041201,"Berlin",6743.25,0.5,0.25,0,0.5
65041301,"Berlin",10673.375,0.5,0.25,0.5,0
65041401,"Berlin",4653.125,0.5,0.75,0.5,1
65041501,"Berlin",15626.125,0.375,0.375,0.5,0.25
65041601,"Berlin",8811,0.5,0.5,0.75,0.25
65041801,"Berlin",15339.125,0.375,0.375,0.5,0.25
65041901,"Berlin",5616.625,0.25,0.25,0.25,0.25
65042001,"Berlin",12167.625,0.625,0.625,0.5,0.75
65042101,"Berlin",14051.625,0.5,0.5,0.25,0.75
65042201,"Berlin",15063.875,0.625,0.625,1,0.25
65042301,"Berlin",4467.625,0.375,0.375,0.5,0.25
65042401,"Berlin",11205.75,0.75,0.25,0.25,0.25
65042501,"Berlin",8288.625,0.375,0.875,0.75,1
65042601,"Berlin",5917.25,0.125,0.375,0.25,0.5
65042701,"Berlin",9839,0.5,0.75,0.5,1
65042801,"Berlin",8679.125,0.5,0.25,0,0.5
65042901,"Berlin",7696.75,0.625,0.375,0.5,0.25
65043101,"Berlin",7859.125,0.75,0.75,0.75,0.75
65043401,"Berlin",10534.875,0.375,0.375,0.25,0.5
65043501,"Berlin",3224.125,0.625,0.625,0.25,1
65043601,"Berlin",9564.875,0.25,0.5,0.5,0.5
65043801,"Berlin",6869.5,0.25,0.5,0.5,0.5
65043901,"Berlin",8989.875,0.25,0.25,0.5,0
65044001,"Berlin",11541,0.5,0.25,0.25,0.25
65044101,"Berlin",11385.625,0.375,0.375,0.5,0.25
65044201,"Berlin",7226.375,0.625,0.375,0,0.75
65044301,"Berlin",7101.625,0.625,0.375,0.25,0.5
65044401,"Berlin",6692,0.25,0.75,0.75,0.75
65044501,"Berlin",7904.625,0.25,0.5,0.5,0.5
65044601,"Berlin",5789,0.75,0.5,0.5,0.5
65044701,"Berlin",8013,0.125,0.375,0.5,0.25
65044801,"Berlin",5508.75,0.25,0.25,0.25,0.25
65044901,"Berlin",6867.5,0,0.5,0.5,0.5
65045001,"Berlin",8520.25,0.25,0.75,1,0.5
65045101,"Berlin",7062.125,0.625,0.625,0.75,0.5
65045201,"Berlin",10422.25,0.625,0.375,0.25,0.5
65045301,"Berlin",13117.125,0.75,0.5,0.25,0.75
65045401,"Berlin",11417.5,0.5,0.75,0.75,0.75
65045501,"Berlin",15997.625,0.125,0.625,0.5,0.75
65045601,"Berlin",7525.125,0.125,0.375,0,0.75
65045701,"Berlin",10653.25,0.375,0.625,0.5,0.75
65045801,"Berlin",12837.875,0.75,0.5,0.75,0.25
65045901,"Berlin",9441.125,0.375,0.875,0.75,1
65046001,"Berlin",8957.125,0.375,0.375,0.25,0.5
65046101,"Berlin",10690.375,0.25,0.75,0.5,1
65046201,"Berlin",7079.875,0.5,0.25,0,0.5
65046301,"Berlin",17009,0.375,0.375,0.5,0.25
65046401,"Berlin",16485.375,0.25,0.25,0.5,0
65046601,"Berlin",21497.75,1,0.5,0.5,0.5
65046701,"Berlin",11472.5,0.75,0.25,0.25,0.25
65046801,"Berlin",5355.375,0.625,0.625,0.5,0.75
65046901,"Berlin",11732.375,0.375,0.375,0.5,0.25
65047001,"Berlin",8439.25,0.125,0.375,0.25,0.5
65047101,"Berlin",11946.25,0.5,0.5,0.5,0.5
65047201,"Berlin",11162.25,0.625,0.375,0.75,0
65047301,"Berlin",6975.375,0.5,0.75,0.5,1
65047401,"Berlin",6243.125,0.375,0.625,0.25,1
65047501,"Berlin",8212.25,0,0.5,0.5,0.5
65047601,"Berlin",12044.125,0.25,0.5,0.5,0.5
65047701,"Berlin",13041.5,0.125,0.375,0,0.75
65047901,"Berlin",8987,0,0.5,0.25,0.75
65048001,"Berlin",11534.125,1,0.5,0.5,0.5
65048101,"Berlin",4568,0.375,0.875,0.75,1
65048201,"Berlin",11628.125,0.5,0.5,0.75,0.25
65048301,"Berlin",10347,0.375,0.875,1,0.75
65048401,"Berlin",9876.625,0.375,0.375,0.5,0.25
65048501,"Berlin",10362.375,0.125,0.625,0.25,1
65048601,"Berlin",5871.875,0.125,0.375,0.25,0.5
65048701,"Berlin",11048.25,0.5,0.5,0.25,0.75
65048801,"Berlin",8419,0.375,0.375,0.5,0.25
65048901,"Berlin",8096.625,0.75,0.5,0.25,0.75
65049001,"Berlin",11477.25,0.75,0.25,0.5,0
65049101,"Berlin",19180,0.375,0.375,0.25,0.5
65049301,"Berlin",13073.5,0.375,0.875,0.75,1
65049401,"Berlin",9350,0.625,0.375,0,0.75
65049501,"Berlin",14848.125,0.375,0.375,0.5,0.25
65049601,"Berlin",11517.625,0.25,0.5,0.5,0.5
65049701,"Berlin",7273.875,0.125,0.625,0.5,0.75
65049801,"Berlin",10655.75,0.5,0.75,1,0.5
65049901,"Berlin",11703.875,0.25,0.5,0.25,0.75
65050001,"Berlin",8468.75,0.5,0.25,0.25,0.25
65050101,"Berlin",7567.375,0.25,0.25,0,0.5
65050301,"Berlin",9616.75,0.125,0.375,0.5,0.25
65050401,"Berlin",12792.5,0.5,0.25,0.25,0.25
65050501,"Berlin",11287.75,0.5,0.25,0.25,0.25
65050601,"Berlin",11535.25,0.375,0.625,0.5,0.75
65050701,"Berlin",12875.5,0.625,0.375,0.25,0.5
65050801,"Berlin",9837,0.875,0.375,0.5,0.25
65050901,"Berlin",12594.125,0.25,0.5,0.25,0.75
65051001,"Berlin",7850.75,0.125,0.625,0.5,0.75
65051101,"Berlin",7981.25,0.875,0.375,0.5,0.25
65051201,"Berlin",7865,0.375,0.375,0.5,0.25
65051301,"Berlin",11761.5,0.375,0.375,0,0.75
65051401,"Berlin",11064.75,0.375,0.875,0.75,1
65051501,"Berlin",11027.5,0.125,0.375,0.5,0.25
65051601,"Berlin",18962.375,0.625,0.125,0.25,0
65051701,"Berlin",25280.375,0.375,0.625,0.25,1
65051901,"Berlin",10024.25,0.875,0.625,0.75,0.5
65052001,"Berlin",9165.375,0.375,0.875,0.75,1
65052101,"Berlin",8963.75,0.125,0.375,0.25,0.5
65052201,"Berlin",12074.375,0.5,0.5,0.5,0.5
65052301,"Berlin",8390.25,0.125,0.625,0.5,0.75
65052401,"Berlin",10769.375,0.875,0.375,0,0.75
65052501,"Berlin",20628,0.375,0.375,0.25,0.5
65052601,"Berlin",9992.5,0.5,0.5,0.5,0.5
65052701,"Berlin",23223.5,0.5,0.25,0,0.5
65052801,"Berlin",13177.75,0.625,0.125,0,0.25
65052901,"Berlin",13660.5,0.625,0.375,0.5,0.25
65053001,"Berlin",6805.125,0,0.5,0.5,0.5
65053101,"Berlin",10461.125,0.5,0.5,0.25,0.75
65053201,"Berlin",8594.25,0,0.5,0.75,0.25
65053301,"Berlin",7848.875,0.125,0.375,0.5,0.25
65053401,"Berlin",15889.875,0,0.5,0.5,0.5
65053501,"Berlin",18625.125,0.25,0.5,0.5,0.5
