"partid","gen_valence","gen_arousal","gen_arouspos","gen_arousneg","gen_happy","gen_afraid","gen_sad","gen_angry","gen_motivat","gen_concentr","gen_timepr","gen_tired","pre_valence","pre_arousal","pre_arouspos","pre_arousneg","pre_happy","pre_afraid","pre_sad","pre_angry","pre_motivat","pre_concentr","pre_timepr","pre_tired","mid1_valence","mid1_arousal","mid1_arouspos","mid1_arousneg","mid1_happy","mid1_afraid","mid1_sad","mid1_angry","mid1_motivat","mid1_concentr","mid1_timepr","mid1_tired","mid2_valence","mid2_arousal","mid2_arouspos","mid2_arousneg","mid2_happy","mid2_afraid","mid2_sad","mid2_angry","mid2_motivat","mid2_concentr","mid2_timepr","mid2_tired","post_valence","post_arousal","post_arouspos","post_arousneg","post_happy","post_afraid","post_sad","post_angry","post_motivat","post_concentr","post_timepr","post_tired"
64115601,71,40,58,47,80,40,49,54,71,80,60,58,69,41,21,21,71,0,0,10,59,65,0,79,70,55,64,11,69,0,0,6,81,64,0,64,59,31,54,0,63,0,11,2,63,53,31,54,69,38,63,8,75,0,15,28,62,61,46,61
64116101,74,20,77,66,73,19,33,29,69,59,50,30,38,19,71,10,67,3,8,15,95,100,21,30,79,87,77,27,74,0,9,10,100,98,61,16,69,72,36,39,71,0,33,25,41,78,22,78,85,22,29,22,69,0,20,23,19,18,32,100
64116201,90,80,100,11,99,0,0,20,90,90,89,20,100,59,100,0,100,1,0,0,100,100,0,0,100,100,100,0,100,0,0,0,100,100,20,0,100,69,81,0,100,0,0,0,90,80,60,0,100,50,81,0,100,0,0,0,70,80,61,30
64116301,80,76,69,42,84,63,26,35,79,80,26,44,79,31,43,10,64,1,11,0,77,75,62,76,61,78,61,43,71,1,8,10,83,90,37,37,83,62,67,4,82,1,0,0,89,88,6,53,84,64,73,6,89,2,2,0,69,79,2,15
64116901,69,20,20,10,91,10,10,30,39,70,80,70,90,9,20,4,50,0,0,0,30,69,10,69,30,80,33,24,67,8,0,65,32,85,28,85,30,70,62,79,81,30,20,88,32,100,80,92,85,67,89,78,92,9,16,16,83,84,11,91
64117601,90,60,75,0,95,21,0,10,90,87,0,10,70,32,80,12,82,0,0,0,91,90,2,41,73,35,40,0,62,0,0,0,91,82,1,26,76,27,28,0,59,0,2,0,85,76,0,29,82,22,34,0,69,0,0,16,64,16,0,63
64118001,69,40,60,11,79,69,11,19,89,65,80,80,79,80,80,0,95,26,0,0,60,80,0,70,59,90,41,7,86,20,10,59,80,69,4,69,65,40,30,39,71,40,0,54,67,60,0,69,20,19,31,66,66,18,44,89,0,16,89,97
64118401,70,47,61,31,70,15,17,27,70,77,17,54,70,11,22,25,60,11,27,15,69,65,23,80,66,61,61,37,55,16,16,24,67,75,14,61,59,28,19,25,63,24,27,31,40,55,23,75,54,5,29,14,60,13,12,4,41,59,1,85
64118601,89,20,80,10,91,10,19,21,90,79,11,21,69,20,40,0,69,0,0,0,90,100,0,31,41,59,59,38,60,20,19,60,89,89,10,31,71,20,62,10,70,0,0,21,92,89,30,31,82,15,59,6,80,0,0,1,80,80,0,30
64120001,90,10,60,9,88,18,9,13,96,70,39,9,94,17,21,0,77,0,0,0,94,89,5,6,43,58,46,43,45,0,0,57,96,96,11,4,82,0,86,9,80,0,0,0,61,75,6,15,89,11,55,8,89,0,0,9,84,89,9,4
64120201,80,41,91,40,87,61,41,69,100,89,30,29,88,11,60,0,100,0,0,3,99,89,2,11,32,80,34,84,23,0,22,19,91,92,1,0,20,70,26,40,20,0,20,84,60,30,24,20,60,68,18,77,33,0,2,70,17,8,98,92
64120701,74,20,72,36,82,92,21,36,86,68,16,57,67,6,25,5,65,3,10,18,60,65,10,64,39,25,26,25,55,4,35,7,33,31,24,26,60,22,17,13,70,7,29,21,33,26,24,67,35,29,19,25,44,20,24,25,22,4,68,76
64121001,1,93,44,100,1,2,57,82,74,69,70,98,1,95,3,97,18,1,67,92,97,28,86,94,2,92,92,99,1,1,95,92,14,11,92,98,95,85,87,79,77,6,85,88,79,12,92,19,82,75,80,70,20,79,82,68,71,68,8,92
64121601,80,10,59,21,80,21,10,19,100,70,20,20,80,11,20,11,71,10,11,11,90,79,10,60,70,20,20,31,69,10,21,11,70,79,0,31,81,10,10,20,71,9,10,11,20,29,9,90,71,10,11,11,60,20,20,10,10,61,10,60
64122901,87,10,15,0,91,31,30,15,74,76,65,72,23,8,0,49,25,0,74,9,11,65,67,100,19,79,30,65,37,0,10,65,61,84,58,100,61,40,12,26,64,0,18,0,58,61,57,100,73,30,69,37,66,0,2,40,37,39,32,100
64124501,76,66,66,22,72,19,25,26,82,70,57,34,66,56,62,10,59,23,16,18,59,70,46,39,54,59,54,45,62,25,26,45,60,64,54,25,60,55,55,39,56,13,19,31,67,73,57,53,58,46,46,30,54,25,18,19,45,47,54,64
64125001,56,18,66,18,65,24,39,60,28,46,76,69,43,31,53,41,54,20,45,42,54,54,48,72,79,74,68,42,63,47,36,58,62,75,47,49,55,53,55,39,55,44,49,48,48,42,59,62,65,58,68,19,67,26,12,45,72,69,56,25
64125601,83,10,20,11,75,76,22,10,86,76,65,45,59,16,6,7,40,21,8,0,80,79,16,74,69,59,59,0,57,6,0,0,59,41,9,79,30,59,11,57,8,13,55,38,42,41,56,68,59,71,4,61,30,16,6,17,69,78,90,31
64126601,70,78,80,20,82,8,14,30,70,23,65,26,86,74,69,9,90,5,4,5,90,75,74,13,70,57,45,9,69,3,2,9,56,45,56,64,80,69,59,7,75,2,5,10,61,27,66,20,69,72,58,16,74,7,7,18,63,15,71,67
64126701,71,60,50,31,71,19,29,40,80,60,51,80,69,30,70,0,79,0,0,0,81,69,0,70,81,30,57,19,78,0,0,0,71,81,0,57,78,32,35,0,75,0,0,0,64,64,20,31,78,30,44,0,71,0,0,0,65,53,0,39
64127001,74,69,43,59,70,58,39,21,70,59,73,50,71,39,49,10,60,23,15,19,61,61,24,31,60,66,64,42,69,16,21,26,58,60,33,40,55,70,38,41,53,40,10,10,57,57,31,58,55,24,31,28,53,17,16,21,52,54,72,17
64127201,80,35,60,15,80,20,16,10,70,60,60,60,65,15,45,0,55,0,0,0,90,80,5,65,60,31,44,25,50,5,5,54,65,65,0,65,69,10,22,6,60,0,0,10,79,86,0,70,55,60,32,56,40,0,21,40,71,69,70,65
64127301,65,36,41,29,70,21,0,24,47,52,39,59,89,11,0,0,65,0,0,0,64,79,0,64,73,63,63,0,70,0,0,0,69,70,0,42,91,28,54,0,47,0,0,0,42,39,0,69,88,20,34,0,61,0,0,0,58,68,0,55
64129001,70,20,60,10,81,21,20,20,70,81,30,20,70,10,39,0,61,0,1,0,89,91,31,60,40,59,23,52,42,53,1,55,44,39,11,67,60,20,41,40,55,5,4,9,66,83,4,84,58,26,22,3,57,0,8,4,13,26,3,95
64129201,100,25,100,0,100,0,10,9,79,94,40,30,90,0,10,1,95,1,0,1,100,99,0,85,15,87,0,95,20,0,24,99,89,89,1,10,100,79,55,1,95,0,1,0,89,90,20,59,99,0,10,0,82,0,0,1,90,89,2,78
64129701,89,25,60,30,83,31,14,19,69,69,60,23,65,40,39,56,72,41,1,55,70,85,10,8,55,55,33,60,42,21,21,64,66,72,63,15,68,39,52,25,63,0,5,0,33,56,1,67,80,22,59,0,83,0,0,0,38,70,0,72
64130101,79,41,60,0,90,0,0,9,90,79,41,10,90,50,70,0,80,0,0,0,90,100,0,20,71,60,69,31,80,0,0,1,90,90,0,29,75,54,54,0,80,0,0,0,80,78,0,59,76,41,38,1,67,2,0,1,45,75,0,59
64130201,31,60,61,70,41,60,70,60,40,41,69,80,39,31,60,20,61,40,41,22,41,40,59,70,40,60,22,76,24,29,31,79,60,61,59,69,78,31,84,9,69,0,33,1,81,80,60,56,31,82,21,79,19,11,91,99,100,98,59,79
64130901,70,8,60,5,85,12,24,6,80,73,14,38,79,2,82,0,83,0,0,0,100,93,12,51,25,81,11,82,37,0,68,78,91,100,0,30,70,33,0,40,33,1,0,0,63,65,0,83,94,9,86,0,100,0,0,0,42,77,0,84
64131001,84,56,75,13,84,20,28,14,77,68,58,30,78,18,66,17,89,5,11,9,88,78,6,28,72,86,70,26,79,6,14,14,100,85,1,8,85,12,87,2,94,0,11,0,94,82,2,6,88,22,74,0,91,8,7,14,83,88,5,25
64131501,79,10,21,1,90,30,9,1,90,100,0,20,89,1,81,0,92,0,0,0,91,99,0,79,90,19,19,8,87,0,0,9,59,62,0,83,78,8,10,0,30,0,10,0,20,31,0,100,10,10,35,6,60,23,81,29,15,26,93,88
64134301,79,21,31,0,79,0,10,0,60,80,0,40,80,0,0,0,71,0,0,0,81,80,0,30,41,40,20,69,31,0,10,70,70,72,0,20,69,10,10,0,40,0,0,20,69,70,0,10,59,40,11,55,45,0,0,59,31,31,0,69
64134801,67,43,61,38,61,59,30,38,58,59,80,39,40,40,38,58,32,42,41,39,71,71,60,40,41,60,30,40,60,31,34,27,79,83,40,27,30,40,48,39,60,17,36,36,70,68,59,70,66,64,55,41,46,41,39,39,39,36,36,67
64135001,77,69,77,61,83,36,34,39,68,63,62,43,79,39,73,1,95,0,0,0,64,72,62,2,75,74,71,1,98,2,0,0,78,67,76,1,69,65,56,4,76,1,3,1,41,33,60,69,82,66,60,43,82,0,1,57,58,24,73,35
64136701,70,11,38,7,69,20,28,6,63,67,42,70,87,62,64,22,73,8,9,0,75,87,8,40,78,12,41,32,71,2,2,2,73,71,23,75,36,69,38,60,42,58,55,70,45,42,56,56,69,30,19,18,64,29,5,13,40,36,63,72
64136801,70,49,80,40,80,47,31,30,46,39,20,60,60,40,39,0,55,1,10,0,20,40,79,80,30,80,53,55,80,56,1,54,80,70,62,45,36,66,30,75,22,58,9,79,64,42,80,75,29,40,31,76,39,14,8,70,4,20,81,83
64137401,78,20,60,31,79,30,10,11,79,69,40,31,70,9,40,2,60,0,0,1,80,91,0,40,69,20,20,0,60,0,1,30,71,70,1,30,40,29,30,30,30,1,1,29,59,79,0,40,69,0,12,2,70,0,9,9,69,28,1,59
64138101,81,69,67,59,86,26,29,61,65,14,84,79,30,59,40,40,40,9,60,65,83,80,0,50,86,94,69,0,90,17,11,0,93,91,16,0,78,63,80,0,89,1,3,0,93,59,0,12,90,69,63,0,94,0,0,0,70,66,0,0
64138301,69,39,41,31,60,29,21,30,89,59,80,31,69,60,61,21,60,11,21,20,79,78,22,21,40,30,27,21,41,20,21,28,49,41,2,60,66,38,27,17,34,15,27,21,59,62,41,42,66,28,62,28,59,22,17,31,66,59,23,58
64139201,75,30,47,53,79,91,31,56,89,69,10,65,95,21,60,1,61,9,11,0,81,85,0,36,68,56,54,45,57,4,22,56,80,76,0,55,84,36,54,25,71,8,17,1,86,94,0,46,36,40,46,59,64,2,15,39,23,41,89,65
64139301,28,78,42,65,33,69,67,65,71,62,61,59,32,41,55,40,40,43,59,46,67,60,59,68,27,79,54,69,24,38,65,71,77,74,76,56,25,24,38,73,27,66,62,77,59,25,64,80,36,22,41,63,37,38,55,54,22,37,41,89
64139401,54,43,58,42,45,36,62,36,55,65,42,61,55,45,44,34,53,15,57,30,67,59,68,57,32,59,36,65,34,10,36,58,47,72,64,62,18,68,19,68,25,12,47,72,26,30,65,75,41,61,21,61,35,9,28,61,19,28,46,77
64141301,91,29,79,20,78,20,11,19,60,41,60,60,89,68,80,10,89,9,10,9,81,79,10,10,78,72,70,0,74,0,0,48,70,82,59,1,89,71,74,1,87,1,1,0,85,73,71,0,90,8,78,0,88,0,0,0,68,65,20,22
64141701,79,50,70,21,79,0,21,11,80,70,70,20,90,70,11,0,60,0,0,0,70,60,0,79,41,70,20,80,40,0,0,80,60,70,21,40,80,20,0,0,60,0,0,0,39,70,0,39,90,19,19,0,81,0,0,0,31,21,0,39
64142601,69,40,70,10,80,30,30,9,69,70,70,30,41,30,39,0,41,10,21,10,70,79,20,60,59,60,59,29,59,20,21,20,69,70,29,60,69,68,60,1,70,11,30,29,60,81,41,59,40,40,31,21,50,19,59,20,61,71,59,70
64143401,80,66,68,37,70,40,40,38,68,39,69,66,60,40,59,29,70,22,20,31,70,72,40,69,68,67,68,24,71,27,22,24,71,68,22,60,69,76,72,28,69,25,20,22,59,71,21,76,81,58,68,23,71,18,20,19,76,75,13,38
64144101,89,30,35,30,94,50,21,60,74,60,39,55,90,10,11,0,92,0,0,0,76,73,0,0,59,55,32,36,62,0,0,41,60,86,0,61,90,54,74,0,100,0,0,0,70,65,0,38,86,0,72,0,99,0,0,0,44,39,0,60
64144501,90,9,81,10,54,60,30,2,92,69,71,61,80,21,59,0,60,5,1,0,100,90,59,54,80,30,66,1,83,0,0,0,83,72,9,67,61,0,54,7,76,0,7,0,55,35,59,96,80,21,59,0,67,0,2,0,46,78,68,61
64144601,53,52,53,30,55,47,50,40,98,50,60,45,50,10,0,10,27,0,30,1,39,70,11,61,48,26,42,26,26,6,10,16,39,56,30,67,49,19,8,13,34,0,22,11,69,76,6,28,44,27,13,8,30,3,25,16,70,53,24,60
64146301,90,19,79,12,100,20,1,2,98,84,10,11,100,10,76,0,91,0,0,0,98,88,1,9,57,68,62,42,69,0,0,46,90,74,62,0,90,59,64,0,88,0,0,0,74,77,60,27,70,28,69,0,86,1,0,0,75,82,73,0
64146901,84,63,79,23,81,36,25,23,74,27,68,37,71,27,72,6,74,3,8,13,65,67,7,69,72,23,70,38,65,25,24,62,71,63,0,67,87,25,62,20,76,9,5,18,66,68,16,32,89,18,81,15,89,18,0,0,31,26,14,20
64148301,89,39,79,0,89,45,30,0,80,79,11,0,90,19,40,0,90,0,0,0,89,80,0,0,59,19,0,0,40,0,0,0,59,69,0,76,79,31,40,0,60,0,0,0,79,60,0,80,55,20,0,61,40,0,0,0,20,20,0,90
64148601,58,54,36,68,41,72,40,59,59,63,65,58,57,44,56,40,57,41,44,43,56,53,55,55,44,56,43,53,45,49,45,55,46,44,52,57,19,66,37,59,37,44,58,72,57,56,53,47,26,78,27,27,29,19,42,27,13,17,65,71
64148801,69,59,33,33,54,25,15,35,93,83,41,45,69,65,71,12,66,0,0,24,95,100,0,56,39,64,59,53,67,0,0,65,89,86,0,25,15,60,37,70,20,0,99,63,98,76,0,60,46,21,29,0,47,0,69,0,41,73,0,80
64149401,79,60,60,22,89,39,32,10,71,59,20,60,69,9,40,20,49,1,0,20,69,39,21,78,43,85,37,55,48,19,44,61,66,79,45,60,69,0,42,60,49,22,26,23,32,69,0,100,61,0,48,64,47,61,17,30,42,39,29,66
64149901,80,19,90,10,79,39,21,16,70,80,55,70,74,24,75,9,86,0,0,0,72,89,0,65,31,36,70,34,63,10,17,14,74,45,10,62,66,19,89,10,85,5,3,20,72,60,5,67,58,13,43,27,73,10,10,31,43,60,43,47
64150101,81,40,59,47,82,59,30,20,99,57,71,35,90,30,55,8,89,19,0,9,100,74,0,3,40,63,55,60,79,9,18,55,100,78,9,41,81,19,57,8,87,0,1,20,80,61,3,74,86,69,60,23,87,15,9,11,80,68,25,63
64150401,80,21,65,0,73,0,26,0,70,38,54,25,90,15,62,0,65,0,0,0,60,65,0,0,74,67,69,44,69,0,0,61,59,61,1,0,76,25,54,17,58,0,0,0,55,57,0,0,72,20,66,0,73,0,0,0,58,44,0,69
64151401,89,59,80,15,85,25,15,20,91,90,40,10,69,81,77,0,80,0,0,0,89,91,0,16,25,76,25,69,41,0,16,85,40,59,11,17,79,31,65,22,60,0,0,31,68,65,27,27,57,28,32,3,43,2,0,0,26,26,0,31
64152701,89,40,72,0,94,2,0,7,80,66,21,58,93,23,41,2,69,2,2,0,93,95,3,63,63,87,59,57,69,0,0,69,82,73,58,45,63,76,44,38,56,18,8,32,81,66,54,65,64,12,27,27,43,9,18,26,63,57,75,70
64153601,70,40,59,30,70,59,40,30,60,79,30,20,79,21,69,10,69,10,21,11,80,89,20,30,70,54,70,10,69,11,10,11,81,89,54,15,69,41,54,5,68,4,1,2,70,68,24,45,79,15,33,7,63,3,0,10,76,79,14,23
64153801,60,30,39,30,54,31,61,19,69,40,60,71,70,60,30,9,60,41,0,0,70,70,39,71,45,66,32,47,47,44,47,42,54,42,36,70,46,56,29,57,57,47,33,54,25,25,54,78,68,32,40,23,56,37,21,33,59,56,39,40
64154201,41,50,50,57,41,50,41,44,60,48,58,60,70,51,59,30,60,15,21,20,76,80,41,80,41,62,47,60,50,21,10,58,40,74,57,57,64,36,84,22,67,8,20,24,41,68,14,77,37,66,63,59,42,0,51,55,30,62,67,78
64154401,80,41,71,32,86,6,25,31,97,72,63,12,73,42,66,4,82,14,6,3,93,82,94,66,48,40,54,40,59,0,30,61,72,69,67,71,63,22,72,19,65,2,1,31,75,67,64,57,75,10,64,9,72,0,15,3,74,58,64,75
64154501,100,30,99,10,90,30,11,9,91,70,49,21,89,21,70,0,90,0,0,0,79,79,20,78,39,69,21,60,41,0,0,79,69,41,41,81,69,10,21,0,60,0,1,20,40,21,10,91,79,0,59,0,79,0,0,2,20,31,40,100
64154901,32,23,69,28,35,40,65,20,69,65,71,68,60,23,60,14,40,16,30,13,78,80,19,61,41,30,41,9,37,2,41,10,69,69,6,29,45,17,43,30,34,4,39,7,53,54,11,28,40,28,63,22,44,5,37,16,74,72,15,30
64155101,80,50,89,10,89,0,10,11,100,89,10,20,89,11,89,0,89,0,0,0,100,100,0,0,80,60,71,0,61,0,0,0,90,92,0,59,79,60,69,0,70,0,1,0,81,79,0,69,99,71,66,1,78,0,0,1,71,71,0,69
64155301,64,26,60,29,79,60,20,0,40,41,75,78,59,11,40,0,68,1,14,1,40,53,31,79,12,80,42,57,41,0,43,65,76,91,0,41,70,60,28,20,38,1,8,0,59,60,79,58,54,0,0,0,54,0,0,0,22,20,70,70
64156501,68,41,65,38,80,25,31,43,69,69,29,42,73,23,59,29,61,16,6,1,80,55,18,41,79,23,65,31,74,9,1,0,90,94,21,18,78,18,64,14,67,4,0,0,80,61,15,13,76,25,66,26,77,0,20,0,67,63,4,30
64156901,52,48,54,44,54,44,49,46,60,66,52,53,53,48,15,1,52,6,0,37,90,96,0,71,52,34,0,0,0,0,0,0,84,87,2,83,53,18,7,0,44,0,17,4,74,70,0,86,46,31,0,9,0,4,0,1,71,76,0,86
64157801,76,36,71,25,72,31,20,18,75,71,20,25,76,18,77,14,77,11,10,10,73,80,20,14,67,64,78,20,68,11,1,30,77,89,0,0,63,45,65,33,56,0,1,42,75,71,64,9,80,15,60,0,70,0,0,0,77,90,0,20
64158001,76,24,78,16,86,36,17,21,85,76,24,33,74,36,16,16,60,33,23,25,76,63,12,66,43,43,30,26,65,31,27,19,75,24,26,31,26,32,71,14,69,21,25,81,84,74,17,73,74,36,36,29,32,24,34,25,35,30,25,85
64158201,100,70,100,20,100,0,0,29,100,100,40,0,100,20,89,0,100,0,0,0,89,80,0,60,100,90,100,0,100,0,0,0,10,19,0,39,100,20,61,0,100,0,0,0,9,10,0,80,100,28,75,0,100,0,0,0,60,36,0,60
64159301,80,69,80,31,80,69,71,69,80,39,30,70,71,33,69,21,70,60,11,30,70,59,30,61,40,60,69,59,69,40,29,69,69,71,31,31,70,71,59,29,70,30,21,39,39,31,31,38,41,57,55,38,59,40,36,36,41,34,67,64
64160101,40,79,33,55,60,65,25,56,76,61,56,66,49,66,44,17,33,59,20,15,80,75,10,55,25,73,29,79,36,30,20,86,82,92,36,8,63,54,23,26,44,56,6,18,80,73,64,56,74,25,77,10,82,6,6,21,82,69,89,7
64161401,33,33,35,57,32,54,69,57,28,40,21,55,68,23,48,11,55,31,11,14,40,69,19,74,31,38,10,66,44,23,55,72,17,26,21,78,60,32,32,44,39,16,30,61,25,30,13,75,53,44,32,37,46,16,47,37,41,25,31,65
64161601,59,52,79,10,70,21,20,11,81,70,18,62,40,40,39,0,69,0,10,0,92,91,0,80,61,61,62,1,59,0,0,0,86,94,0,77,83,21,60,0,84,0,0,0,88,95,0,30,61,16,0,0,61,0,0,0,35,34,0,81
64162001,79,21,75,0,70,24,50,35,66,36,20,60,35,23,45,2,45,0,61,0,79,72,65,60,40,41,0,0,32,0,53,64,71,79,0,28,64,22,35,0,45,0,0,0,41,41,0,73,65,30,60,0,31,0,0,0,99,100,69,75
64162701,75,29,66,19,91,31,29,31,69,54,67,38,90,30,78,7,89,11,16,8,89,79,20,30,70,31,60,29,81,13,21,16,69,60,11,54,86,70,77,10,91,18,10,8,79,73,15,41,80,70,70,31,89,15,18,21,69,71,30,21
64163801,60,30,70,20,70,41,10,30,81,79,71,21,60,20,20,0,60,0,0,0,90,80,1,20,40,20,20,69,41,0,0,20,80,59,0,10,65,20,20,0,59,0,0,0,70,70,0,10,59,10,21,0,60,0,0,0,69,69,0,10
64164801,41,40,24,22,25,12,69,21,70,79,69,80,67,13,1,0,51,0,10,0,84,84,0,81,27,68,33,66,21,0,8,53,70,83,0,87,26,38,0,33,11,0,24,39,58,65,0,91,26,22,0,0,20,0,19,42,15,22,66,100
64165001,59,69,71,31,60,20,60,69,81,69,60,60,60,20,60,21,60,20,20,19,79,69,31,30,39,42,64,62,38,10,20,21,70,78,21,69,60,36,65,64,33,24,65,58,79,70,41,41,66,25,28,28,64,22,19,0,70,70,69,30
64165601,69,31,73,26,71,24,30,38,75,65,61,32,71,75,61,16,74,8,0,30,87,70,6,2,55,76,64,36,54,21,32,56,70,68,13,31,65,41,65,33,70,22,20,31,68,76,36,36,76,66,66,23,62,22,10,21,78,62,24,16
64165701,89,61,93,0,93,11,4,5,91,81,55,9,93,60,70,0,89,0,0,0,100,100,2,9,86,81,58,18,71,0,0,8,88,86,1,0,69,69,54,48,70,0,15,52,65,74,20,31,85,59,66,6,79,4,5,7,64,64,54,30
64166501,60,54,74,29,58,34,36,29,58,40,59,69,71,57,61,14,63,19,37,36,63,57,14,33,76,62,67,13,55,29,21,11,56,66,12,29,54,80,59,34,54,16,26,46,69,80,72,45,66,57,53,39,59,19,33,19,41,21,29,64
64166701,61,60,70,40,69,0,41,40,70,69,89,61,41,60,30,60,41,0,0,31,30,21,80,70,61,81,60,40,44,0,0,61,55,60,31,24,69,69,76,7,62,0,0,0,80,67,82,59,27,38,25,76,19,0,30,92,28,31,97,68
64167601,89,50,61,10,80,30,10,10,70,70,40,41,70,31,41,0,80,0,9,0,59,61,30,41,81,37,42,17,71,0,12,3,61,61,29,42,79,49,54,8,84,0,0,0,58,69,21,39,89,58,67,0,83,0,0,0,59,39,17,40
64167801,80,40,95,19,96,17,12,33,76,41,30,52,65,10,35,20,59,0,0,0,70,76,0,86,0,60,0,100,31,0,67,100,28,80,0,32,74,21,45,20,60,0,0,0,45,70,45,60,55,10,20,30,70,0,0,0,54,55,55,69
64167901,89,19,31,5,91,45,4,10,64,59,29,86,60,27,29,0,89,0,0,0,35,52,21,94,31,59,1,31,41,0,0,89,79,69,1,70,30,59,0,21,69,0,20,80,19,31,69,71,71,9,23,0,47,0,0,0,0,27,0,92
64168101,79,53,78,21,81,10,20,20,88,69,59,68,61,11,55,0,63,0,0,0,90,100,0,65,39,26,53,2,54,3,2,2,93,73,7,54,44,16,45,7,59,16,10,17,77,78,53,70,29,34,54,19,57,8,46,18,71,65,64,97
64169101,75,44,73,35,84,87,4,25,69,60,31,57,91,42,60,0,69,0,0,0,69,85,0,80,91,71,82,0,84,0,0,0,78,66,0,66,79,27,67,0,74,0,0,0,67,83,0,70,46,11,41,0,46,0,0,0,55,39,0,81
64170001,64,41,59,21,74,20,21,16,66,71,36,59,60,30,10,1,60,0,21,0,11,99,1,20,40,80,20,0,11,0,1,71,11,29,1,68,70,19,69,1,69,0,3,2,20,87,0,1,78,20,68,10,68,4,4,3,21,80,96,8
64170601,65,61,64,21,68,35,40,26,69,69,60,30,60,34,46,10,60,26,28,17,69,69,20,30,65,69,40,61,43,30,60,59,70,66,32,35,69,30,64,35,67,25,26,21,71,68,24,23,79,28,62,32,71,23,29,27,66,67,23,19
64171101,90,40,100,0,99,80,9,10,99,100,10,0,99,20,100,1,99,1,20,1,100,99,0,0,99,19,40,2,100,1,0,0,99,100,1,2,100,20,40,2,99,3,2,0,99,99,0,3,99,0,100,1,100,1,0,1,100,98,0,0
64171601,70,59,69,11,69,60,41,0,60,40,81,61,90,30,60,0,70,19,1,0,80,70,10,11,60,30,41,20,60,11,19,0,30,40,61,80,60,41,39,0,59,8,20,0,29,20,61,70,59,18,11,0,34,0,41,0,19,15,83,96
64171801,72,35,70,20,61,11,33,35,80,66,61,22,30,21,51,31,41,59,59,43,60,61,10,60,43,69,39,51,37,10,60,69,51,62,16,42,30,69,30,59,29,10,36,63,59,59,15,68,41,38,37,60,43,21,56,62,35,41,26,76
64172901,90,60,79,20,79,39,19,26,79,70,41,60,60,20,41,39,59,40,41,30,41,29,20,90,40,60,10,59,36,40,29,70,21,41,61,90,75,35,58,21,60,21,19,31,61,60,42,60,61,24,35,32,56,37,28,31,35,33,46,70
64173401,70,40,70,11,80,0,11,20,81,69,58,59,39,19,41,1,90,1,20,1,100,98,1,72,88,60,41,20,90,1,11,22,99,100,11,29,39,66,1,58,63,1,19,60,21,81,30,79,39,11,1,8,59,1,10,0,20,33,1,89
64173601,51,39,61,43,60,32,43,1,62,68,59,59,50,26,52,0,59,6,30,12,69,70,59,70,36,57,43,56,35,36,60,57,47,44,38,58,49,40,34,50,50,50,51,36,63,49,19,67,40,32,36,40,40,36,36,42,36,41,68,78
64174501,86,65,87,65,85,41,23,59,85,86,79,58,71,58,40,0,81,10,12,0,70,87,9,60,44,58,61,21,71,0,0,60,91,21,30,60,74,79,21,41,68,0,11,71,70,56,58,41,82,15,72,4,75,0,5,7,20,27,3,87
64174801,59,40,55,26,53,36,44,24,64,73,11,42,78,9,21,0,69,0,0,0,81,74,0,62,58,71,33,18,53,0,0,72,58,54,0,65,71,44,42,18,54,0,3,2,72,92,0,52,67,23,53,0,56,0,0,0,64,37,0,62
64174901,69,48,64,37,64,35,54,49,63,43,14,61,54,26,31,8,33,0,0,21,49,59,33,61,47,47,36,13,42,8,12,40,62,58,38,64,55,43,31,15,25,3,6,4,39,43,18,60,53,32,9,6,43,13,21,8,33,58,25,65
64175001,79,40,69,20,90,20,10,20,71,69,20,30,70,59,80,10,80,10,0,0,89,79,20,60,40,81,61,59,69,2,8,59,78,80,9,61,60,70,64,46,50,5,20,64,60,50,7,77,56,22,60,44,61,0,3,20,32,32,32,88
64175101,89,19,78,19,87,30,7,14,92,65,65,40,80,10,60,14,84,8,12,6,82,70,18,81,88,68,74,30,85,18,11,34,90,75,18,34,83,24,22,15,81,9,9,21,85,74,31,26,83,11,23,24,86,14,6,8,33,34,80,36
64176001,81,41,73,30,69,13,0,30,89,81,64,36,69,30,54,55,60,0,0,59,80,100,0,59,45,67,45,59,65,0,6,40,78,43,0,31,84,55,61,46,65,1,0,6,68,73,0,58,75,32,58,20,76,0,13,32,67,40,0,74
64176201,90,40,69,7,85,60,7,10,82,62,63,59,80,22,42,5,83,24,8,3,65,65,27,68,71,18,43,29,64,8,3,22,61,60,31,82,84,15,40,14,80,23,10,8,61,66,18,74,17,23,37,39,60,27,22,16,44,46,64,91
64176401,59,59,60,33,78,23,18,31,82,61,55,38,57,70,62,28,57,18,12,19,72,57,19,64,46,25,60,35,41,5,10,31,70,66,2,27,40,28,32,24,52,13,19,78,64,61,7,77,60,13,15,16,40,14,13,40,63,65,2,16
64176501,70,59,69,48,79,14,11,30,75,69,45,54,90,59,93,5,79,9,0,0,70,66,40,37,36,65,69,48,81,0,5,59,70,46,20,10,53,79,65,21,75,0,6,19,79,46,26,54,42,55,36,38,52,2,20,35,21,0,55,36
64176601,60,30,59,11,70,20,49,0,89,79,70,70,50,10,53,0,55,1,0,0,79,100,21,70,40,54,54,49,55,0,0,40,90,79,11,58,55,30,60,20,61,0,0,29,89,100,44,55,68,13,0,0,71,0,0,0,83,70,53,31
