"partid","location","gamble_lab","domain","gamble_ind","samples","switches","swrate","A_mean","A_var","B_mean","B_var","rare_n","rt_sample","rt_decision","H","Hexp","R","Rexp","decision"
"68043601","Basel","he04_1","gain",6,37,2,0.06,3,3.13,3,0,6,1236,695,0,NA,0,0,"B"
"68043601","Basel","he04_3","loss",7,24,1,0.04,-3,0,-4,119.47,2,1265,492,0,0,1,1,"B"
"68043601","Basel","he04_5","gain",8,34,2,0.06,4.27,126.78,3,0,2,1215,568,0,0,0,0,"B"
"68043701","Basel","he04_2","gain",1,64,4,0.06,0.63,2.18,0.92,1.99,6,1177,771,1,0,1,1,"A"
"68043701","Basel","he04_5","gain",2,29,2,0.07,4.92,144.41,3,0,2,1167,595,0,0,0,0,"B"
"68043701","Basel","he04_6","gain",3,53,3,0.06,0,0,0.15,0.45,0,1178,783,0,1,0,1,"B"
"68043701","Basel","he04_6inv","loss",4,32,2,0.06,-1.8,2.4,-1.45,46.55,1,1120,536,0,1,1,1,"B"
"68043701","Basel","he04_1","gain",5,20,1,0.05,2.4,4.27,3,0,4,1120,593,0,1,0,0,"B"
"68043701","Basel","he04_2inv","loss",6,20,1,0.05,-0.3,0.9,-0.4,1.6,1,1137,563,1,1,0,0,"A"
"68043701","Basel","he04_3","loss",7,16,1,0.07,-3,0,-3.2,102.4,1,1124,456,0,0,1,1,"B"
"68043701","Basel","he04_4","loss",8,14,1,0.08,-3,0,-3.6,1.6,1,1129,522,1,1,0,0,"A"
"68043901","Basel","he04_4","loss",1,31,4,0.13,-3,0,-3.38,2.26,2,1265,17036,0,0,1,1,"B"
"68043901","Basel","he04_3","loss",2,28,2,0.07,-3,0,-5.33,170.67,1,1167,1083,0,0,1,1,"B"
"68043901","Basel","he04_1","gain",3,18,2,0.12,1,4,3,0,3,1153,599,0,1,0,0,"B"
"68043901","Basel","he04_6inv","loss",4,32,2,0.06,-0.9,2.1,0,0,0,1117,672,0,1,1,0,"B"
"68043901","Basel","he04_5","gain",5,21,1,0.05,4,128,3,0,1,1097,311,0,0,0,0,"B"
"68043901","Basel","he04_2inv","loss",6,21,2,0.1,-0.67,1.75,-1,3.27,3,1112,227,0,0,1,1,"B"
"68043901","Basel","he04_6","gain",7,21,1,0.05,4.57,146.29,0.21,0.64,1,1187,334,0,0,0,0,"B"
"68043901","Basel","he04_2","gain",8,27,2,0.08,0.62,2.26,0.43,1.19,2,1219,802,1,1,1,1,"A"
"68044001","Basel","he04_5","gain",1,5,4,1,0,0,3,0,0,1162,1740,1,0,1,NA,"A"
"68044001","Basel","he04_2inv","loss",2,15,13,0.93,-0.86,2.14,-1,3.43,2,1377,697,0,0,1,1,"B"
"68044001","Basel","he04_3","loss",3,12,11,1,-3,0,-5.33,170.67,1,1258,356,1,1,0,0,"A"
"68044001","Basel","he04_4","loss",4,8,7,1,-3,0,-1,4,3,1114,258,0,1,1,1,"B"
"68044001","Basel","he04_1","gain",5,4,3,1,4,0,3,0,0,1210,256,1,1,1,NA,"A"
"68044001","Basel","he04_6inv","loss",6,6,5,1,-1,3,0,0,0,1146,263,0,1,1,0,"B"
"68044001","Basel","he04_6","gain",7,6,5,1,0,0,1,3,0,1096,328,0,1,0,1,"B"
"68044001","Basel","he04_2","gain",8,6,5,1,0,0,1,3,0,1080,365,0,1,0,1,"B"
"68044101","Basel","he04_6inv","loss",1,61,2,0.03,-0.46,1.27,0,0,0,1125,616,0,1,1,0,"B"
"68044101","Basel","he04_4","loss",2,37,2,0.06,-3,0,-3.29,2.47,3,1242,817,0,0,1,1,"B"
"68044101","Basel","he04_5","gain",3,48,1,0.02,5.33,150.59,3,0,3,1279,569,0,0,0,0,"B"
"68044101","Basel","he04_6","gain",4,41,3,0.08,0,0,0.79,1.84,0,1358,518,0,1,0,1,"B"
"68044101","Basel","he04_2inv","loss",5,47,3,0.07,-0.95,2.05,-0.48,1.76,3,1233,632,1,0,0,1,"A"
"68044101","Basel","he04_2","gain",6,29,2,0.07,0.53,1.98,0.86,1.98,2,1072,567,1,0,1,NA,"A"
"68044101","Basel","he04_1","gain",7,35,2,0.06,2.67,4,3,0,3,1305,656,0,1,0,0,"B"
"68044101","Basel","he04_3","loss",8,27,1,0.04,-3,0,-10.67,256,3,1133,1186,0,0,1,1,"B"
"68044201","Basel","he04_5","gain",1,14,1,0.08,4,128,3,0,1,1284,810,1,1,1,1,"A"
"68044201","Basel","he04_2inv","loss",2,13,2,0.17,-0.43,1.29,-0.67,2.67,1,1220,582,1,1,0,0,"A"
"68044201","Basel","he04_2","gain",3,7,6,1,0,0,0.75,2.25,0,1231,2100,0,1,0,1,"B"
"68044201","Basel","he04_4","loss",4,14,1,0.08,-3,0,-2.67,4.27,2,1215,684,1,0,0,0,"A"
"68044201","Basel","he04_1","gain",5,11,10,1,2.4,4.8,3,0,2,1055,536,0,1,0,0,"B"
"68044201","Basel","he04_6","gain",6,14,2,0.15,0,0,0.43,1.29,0,1246,485,0,1,0,1,"B"
"68044201","Basel","he04_6inv","loss",7,11,1,0.1,-1.2,2.7,0,0,0,1214,720,0,1,1,0,"B"
"68044201","Basel","he04_3","loss",8,13,2,0.17,-3,0,0,0,0,1219,476,0,1,1,NA,"B"
"68044301","Basel","he04_2","gain",1,46,3,0.07,1.6,4.04,0.69,1.66,8,1053,477,1,1,1,1,"A"
"68044301","Basel","he04_6","gain",2,33,1,0.03,8.53,214.55,1,2.12,4,1125,410,1,1,1,1,"A"
"68044301","Basel","he04_2inv","loss",3,42,2,0.05,-0.27,0.78,-0.6,2.15,3,1221,611,1,1,0,0,"A"
"68044301","Basel","he04_6inv","loss",4,34,1,0.03,-0.6,1.54,-1.68,53.89,1,1172,525,1,1,0,0,"A"
"68044301","Basel","he04_3","loss",5,42,1,0.02,-3,0,-3.56,107.08,2,1155,1293,1,1,0,0,"A"
"68044301","Basel","he04_4","loss",6,31,1,0.03,-3,0,-3.71,1.14,1,1248,327,1,1,0,0,"A"
"68044301","Basel","he04_5","gain",7,45,1,0.02,5.82,167.56,3,0,2,1320,271,1,1,1,1,"A"
"68044301","Basel","he04_1","gain",8,26,1,0.04,2.74,3.65,3,0,6,1190,277,1,0,1,1,"A"
"68044401","Basel","he04_6inv","loss",1,46,2,0.04,-0.16,0.47,0,0,0,1107,1076,0,1,1,0,"B"
"68044401","Basel","he04_3","loss",2,27,2,0.08,-3,0,-3.37,101.8,2,1037,557,0,0,1,1,"B"
"68044401","Basel","he04_2","gain",3,49,4,0.08,0.17,0.7,0.46,1.22,1,1048,374,0,1,0,1,"B"
"68044401","Basel","he04_2inv","loss",4,38,2,0.05,-0.39,1.07,0,0,0,1112,307,0,1,1,0,"B"
"68044401","Basel","he04_4","loss",5,23,2,0.09,-3,0,-3.67,1.33,1,1151,342,1,1,0,0,"A"
"68044401","Basel","he04_1","gain",6,26,6,0.24,4,0,3,0,0,1068,483,1,1,1,NA,"A"
"68044401","Basel","he04_6","gain",7,45,3,0.07,0,0,0.35,0.99,0,1078,287,0,1,0,1,"B"
"68044401","Basel","he04_5","gain",8,42,1,0.02,2.91,88.66,3,0,2,1242,388,1,0,1,1,"A"
"68044501","Basel","he04_4","loss",1,15,12,0.86,-3,0,-4,0,0,1101,909,1,1,0,NA,"A"
"68044501","Basel","he04_3","loss",2,16,11,0.73,-3,0,-8,219.43,2,1204,528,1,1,0,0,"A"
"68044501","Basel","he04_6inv","loss",3,18,14,0.82,-0.3,0.9,-4,128,1,1012,484,1,1,0,0,"A"
"68044501","Basel","he04_1","gain",4,17,16,1,2,4.57,3,0,4,980,509,0,1,0,0,"B"
"68044501","Basel","he04_2inv","loss",5,16,15,1,-0.75,1.93,-1.5,4.29,3,1013,1811,1,1,0,0,"A"
"68044501","Basel","he04_2","gain",6,14,13,1,0,0,1.29,2.57,0,1008,495,0,1,0,1,"B"
"68044501","Basel","he04_5","gain",7,13,11,0.92,0,0,3,0,0,988,516,0,1,0,NA,"B"
"68044501","Basel","he04_6","gain",8,13,12,1,0,0,1.29,2.57,0,1065,666,0,1,0,1,"B"
"68044601","Basel","he04_2inv","loss",1,24,1,0.04,-1.88,2.41,-0.5,1.87,2,1206,857,0,1,1,0,"B"
"68044601","Basel","he04_3","loss",2,37,1,0.03,-3,0,-7.11,187.4,4,1156,1098,0,0,1,1,"B"
"68044601","Basel","he04_6inv","loss",3,31,1,0.03,-0.75,1.8,0,0,0,1021,910,0,1,1,0,"B"
"68044601","Basel","he04_1","gain",4,40,1,0.03,3.25,2.6,3,0,3,1121,929,0,0,0,0,"B"
"68044601","Basel","he04_2","gain",5,20,1,0.05,3.2,3.2,0.6,1.54,4,1126,845,1,1,1,1,"A"
"68044601","Basel","he04_5","gain",6,35,1,0.03,2.67,81.62,3,0,2,1238,928,0,1,0,0,"B"
"68044601","Basel","he04_4","loss",7,18,1,0.06,-3,0,-2.67,4,3,1311,507,0,1,1,1,"B"
"68044601","Basel","he04_6","gain",8,17,1,0.06,0,0,0.86,2.14,0,1243,576,0,1,0,1,"B"
"68044801","Basel","he04_3","loss",1,67,29,0.44,-3,0,-6.4,167.18,10,3550,2070,1,1,0,0,"A"
"68044801","Basel","he04_4","loss",2,46,13,0.29,-3,0,-3.43,2.03,4,1580,3126,1,1,0,0,"A"
"68044801","Basel","he04_6","gain",3,90,1,0.01,1.6,49.89,0.78,1.77,2,1720,1795,0,0,0,0,"B"
"68044801","Basel","he04_2inv","loss",4,100,1,0.01,-0.78,1.77,-0.56,1.97,7,2361,568,0,1,1,1,"B"
"68044801","Basel","he04_6inv","loss",5,105,2,0.02,-0.48,1.23,-0.58,18.62,1,2237,521,1,1,0,0,"A"
"68044801","Basel","he04_2","gain",6,100,1,0.01,0.56,1.97,0.9,1.93,7,2180,620,0,1,0,0,"B"
"68044801","Basel","he04_1","gain",7,68,1,0.01,3.2,2.61,3,0,10,2059,737,1,1,1,1,"A"
"68044801","Basel","he04_5","gain",8,58,1,0.02,2.56,76.9,3,0,4,1870,6826,0,1,0,0,"B"
"68044901","Basel","he04_6","gain",1,13,1,0.08,0,0,0.75,2.25,0,1512,1509,0,1,0,1,"B"
"68044901","Basel","he04_1","gain",2,39,6,0.16,2.95,3.27,3,0,5,1318,2198,0,1,0,0,"B"
"68044901","Basel","he04_6inv","loss",3,20,1,0.05,-0.67,1.75,0,0,0,1252,688,0,1,1,0,"B"
"68044901","Basel","he04_4","loss",4,49,3,0.06,-3,0,-3.38,2.18,5,1394,810,0,0,1,1,"B"
"68044901","Basel","he04_2","gain",5,29,1,0.04,0.8,2.84,0.79,1.84,2,1802,663,0,0,0,0,"B"
"68044901","Basel","he04_3","loss",6,21,2,0.1,-3,0,-9.6,238.93,3,1235,1261,1,1,0,0,"A"
"68044901","Basel","he04_5","gain",7,20,1,0.05,0,0,3,0,0,1208,750,0,1,0,NA,"B"
"68044901","Basel","he04_2inv","loss",8,20,1,0.05,-0.33,1,-1.09,3.49,3,1645,776,1,1,0,0,"A"
"68045001","Basel","he04_6inv","loss",1,29,1,0.04,-0.75,1.8,0,0,0,1305,906,0,1,1,0,"B"
"68045001","Basel","he04_6","gain",2,20,1,0.05,0,0,0.6,1.6,0,1312,790,0,1,0,1,"B"
"68045001","Basel","he04_5","gain",3,20,1,0.05,0,0,3,0,0,1255,1055,0,1,0,NA,"B"
"68045001","Basel","he04_1","gain",4,20,1,0.05,3.2,2.84,3,0,2,1234,616,0,0,0,0,"B"
"68045001","Basel","he04_2inv","loss",5,20,1,0.05,-0.6,1.6,-2.4,4.27,6,1184,621,1,1,0,0,"A"
"68045001","Basel","he04_2","gain",6,40,3,0.08,0.4,1.52,0.3,0.85,2,1241,562,1,1,1,1,"A"
"68045001","Basel","he04_3","loss",7,22,1,0.05,-3,0,-5.33,155.15,2,1252,656,1,1,0,0,"A"
"68045001","Basel","he04_4","loss",8,21,1,0.05,-3,0,-3.27,2.62,2,1302,621,1,1,0,0,"A"
"68045101","Basel","he04_6inv","loss",1,26,2,0.08,-1,2.18,0,0,0,1260,665,0,1,1,0,"B"
"68045101","Basel","he04_4","loss",2,14,1,0.08,-3,0,-2.5,4.29,3,1349,2461,0,1,1,1,"B"
"68045101","Basel","he04_3","loss",3,14,1,0.08,-3,0,0,0,0,1451,778,0,1,1,NA,"B"
"68045101","Basel","he04_2inv","loss",4,16,1,0.07,-0.75,1.93,0,0,0,1335,448,0,1,1,0,"B"
"68045101","Basel","he04_5","gain",5,22,2,0.1,2.13,68.27,3,0,1,1269,592,0,1,0,0,"B"
"68045101","Basel","he04_6","gain",6,17,1,0.06,0,0,0.75,1.93,0,1340,549,0,1,0,1,"B"
"68045101","Basel","he04_2","gain",7,20,1,0.05,1.2,3.73,0,0,3,1342,567,1,1,1,1,"A"
"68045101","Basel","he04_1","gain",8,20,1,0.05,2.8,3.73,3,0,3,1253,503,0,1,0,0,"B"
"68045201","Basel","he04_2","gain",1,32,12,0.39,1.23,3.69,0.95,2.05,4,1329,1576,1,1,1,1,"A"
"68045201","Basel","he04_4","loss",2,42,1,0.02,-3,0,-2.95,3.27,5,1115,506,0,1,1,1,"B"
"68045201","Basel","he04_6inv","loss",3,55,3,0.06,-0.86,1.9,-2.37,72.93,2,1174,454,0,0,1,1,"B"
"68045201","Basel","he04_3","loss",4,58,1,0.02,-3,0,-7.68,194.56,6,1127,447,0,0,1,1,"B"
"68045201","Basel","he04_2inv","loss",5,49,1,0.02,-0.72,1.71,-0.2,0.8,1,1129,2567,0,1,1,0,"B"
"68045201","Basel","he04_5","gain",6,35,1,0.03,1.14,36.57,3,0,1,1124,406,0,1,0,0,"B"
"68045201","Basel","he04_6","gain",7,39,1,0.03,1.1,35.31,0.6,1.6,1,1097,384,0,0,0,0,"B"
"68045201","Basel","he04_1","gain",8,34,2,0.06,2.67,3.81,3,0,5,1112,445,0,1,0,0,"B"
"68045301","Basel","he04_1","gain",1,28,26,0.96,3.69,1.23,3,0,1,1274,3884,0,0,0,0,"B"
"68045301","Basel","he04_6inv","loss",2,16,15,1,-1.5,2.57,0,0,0,1254,863,0,1,1,0,"B"
"68045301","Basel","he04_2","gain",3,22,20,0.95,0.8,2.84,1.25,2.39,2,1106,528,0,1,0,0,"B"
"68045301","Basel","he04_4","loss",4,17,16,1,-3,0,-2.22,4.44,4,1254,579,0,1,1,1,"B"
"68045301","Basel","he04_3","loss",5,15,14,1,-3,0,0,0,0,1200,499,0,1,1,NA,"B"
"68045301","Basel","he04_6","gain",6,26,24,0.96,0,0,0.25,0.75,0,1188,965,0,1,0,1,"B"
"68045301","Basel","he04_5","gain",7,12,11,1,0,0,3,0,0,1174,571,0,1,0,NA,"B"
"68045301","Basel","he04_2inv","loss",8,20,18,0.95,-1.5,2.5,-1.2,3.73,3,1221,389,1,0,0,0,"A"
"68045401","Basel","he04_2inv","loss",1,50,2,0.04,-0.6,1.5,-0.64,2.24,4,1027,832,1,1,0,0,"A"
"68045401","Basel","he04_4","loss",2,26,1,0.04,-3,0,-3.69,1.23,1,1009,468,1,1,0,0,"A"
"68045401","Basel","he04_5","gain",3,21,1,0.05,4.92,144.41,3,0,2,954,427,1,1,1,1,"A"
"68045401","Basel","he04_6","gain",4,30,1,0.03,0,0,1.17,2.26,0,1053,511,0,1,0,1,"B"
"68045401","Basel","he04_1","gain",5,15,1,0.07,3.56,1.78,3,0,1,1128,492,1,1,1,1,"A"
"68045401","Basel","he04_2","gain",6,11,1,0.1,1,4,0.43,1.29,1,982,468,1,1,1,1,"A"
"68045401","Basel","he04_3","loss",7,15,1,0.07,-3,0,0,0,0,1056,396,0,1,1,NA,"B"
"68045401","Basel","he04_6inv","loss",8,23,1,0.05,-0.75,2.25,0,0,0,1018,497,0,1,1,0,"B"
"68045501","Basel","he04_3","loss",1,22,20,0.95,-3,0,-2.91,93.09,1,1156,1372,1,0,0,0,"A"
"68045501","Basel","he04_2","gain",2,23,7,0.32,0.33,1.33,1.09,2.29,1,1177,654,0,1,0,1,"B"
"68045501","Basel","he04_2inv","loss",3,32,5,0.16,-0.82,1.96,-0.57,2.06,3,1098,667,1,0,0,0,"A"
"68045501","Basel","he04_1","gain",4,27,3,0.12,3.47,1.98,3,0,2,1106,602,0,0,0,0,"B"
"68045501","Basel","he04_5","gain",5,20,4,0.21,0,0,3,0,0,1091,545,0,1,0,NA,"B"
"68045501","Basel","he04_6inv","loss",6,34,2,0.06,0,0,0,0,0,1070,626,1,NA,0,NA,"A"
"68045501","Basel","he04_6","gain",7,45,2,0.05,0,0,0.47,1.26,0,1094,700,0,1,0,1,"B"
"68045501","Basel","he04_4","loss",8,23,3,0.14,-3,0,-2.86,3.52,4,1366,1601,1,0,0,0,"A"
"68045701","Basel","he04_1","gain",1,31,5,0.17,2.86,3.52,3,0,4,2450,1604,0,1,0,0,"B"
"68045701","Basel","he04_5","gain",2,40,4,0.1,0,0,3,0,0,1307,479,0,1,0,NA,"B"
"68045701","Basel","he04_3","loss",3,39,2,0.05,-3,0,-4.8,137.43,3,1521,471,1,1,0,0,"A"
"68045701","Basel","he04_6inv","loss",4,51,3,0.06,-0.35,0.96,0,0,0,1230,511,0,1,1,0,"B"
"68045701","Basel","he04_4","loss",5,50,3,0.06,-3,0,-3.45,1.97,3,1203,393,0,0,1,1,"B"
"68045701","Basel","he04_2","gain",6,42,1,0.02,1.07,3.35,0.44,1.18,4,1399,482,1,1,1,1,"A"
"68045701","Basel","he04_2inv","loss",7,26,9,0.36,-1.6,2.4,-1.45,4.07,4,1477,408,1,0,0,0,"A"
"68045701","Basel","he04_6","gain",8,22,21,1,0,0,1.09,2.29,0,1060,578,0,1,0,1,"B"
"68045801","Basel","he04_3","loss",1,28,1,0.04,-3,0,-2,64,1,1245,1268,0,1,1,1,"B"
"68045801","Basel","he04_5","gain",2,37,1,0.03,2.67,85.33,3,0,1,1267,2223,0,1,0,0,"B"
"68045801","Basel","he04_6","gain",3,31,1,0.03,1.52,48.76,1.5,2.5,1,1221,812,0,0,0,0,"B"
"68045801","Basel","he04_1","gain",4,42,1,0.02,3,3.43,3,0,2,1298,2330,0,NA,0,0,"B"
"68045801","Basel","he04_4","loss",5,15,1,0.07,-3,0,-1.71,4.57,4,1579,883,0,1,1,1,"B"
"68045801","Basel","he04_2inv","loss",6,36,2,0.06,-0.14,0.43,-1.07,3.35,4,1210,773,1,1,0,0,"A"
"68045801","Basel","he04_2","gain",7,27,1,0.04,0.44,1.67,1.33,2.5,2,1221,582,0,1,0,1,"B"
"68045801","Basel","he04_6inv","loss",8,29,1,0.04,-0.86,1.98,-2.13,68.27,1,1257,1664,0,0,1,1,"B"
"68045901","Basel","he04_4","loss",1,35,6,0.18,-3,0,-3.08,3.08,3,1355,1144,0,0,1,1,"B"
"68045901","Basel","he04_2","gain",2,25,1,0.04,1.33,4,0.56,1.46,3,1219,738,1,1,1,1,"A"
"68045901","Basel","he04_3","loss",3,27,1,0.04,-3,0,0,0,0,1121,576,0,1,1,NA,"B"
"68045901","Basel","he04_6","gain",4,63,2,0.03,1.42,44.48,0.67,1.65,2,1078,553,1,1,1,1,"A"
"68045901","Basel","he04_2inv","loss",5,37,2,0.06,-0.8,1.89,-0.55,1.97,3,1283,592,1,0,0,0,"A"
"68045901","Basel","he04_5","gain",6,26,1,0.04,2.91,93.09,3,0,1,892,652,0,1,0,0,"B"
"68045901","Basel","he04_1","gain",7,17,1,0.06,3.11,3.11,3,0,2,924,720,1,1,1,1,"A"
"68045901","Basel","he04_6inv","loss",8,20,1,0.05,-0.55,1.47,-3.56,113.78,1,930,592,1,1,0,0,"A"
"68046001","Basel","he04_6inv","loss",1,29,2,0.07,-0.69,1.73,0,0,0,1308,1236,0,1,1,0,"B"
"68046001","Basel","he04_2","gain",2,32,1,0.03,0.29,1.14,0.67,1.65,1,1262,981,0,1,0,1,"B"
"68046001","Basel","he04_3","loss",3,36,2,0.06,-3,0,-4.8,137.43,3,1355,1001,1,1,0,0,"A"
"68046001","Basel","he04_6","gain",4,41,1,0.02,0,0,0.57,1.46,0,1421,872,0,1,0,1,"B"
"68046001","Basel","he04_2inv","loss",5,42,1,0.02,-1,2.1,-0.38,1.45,2,1312,740,1,0,0,1,"A"
"68046001","Basel","he04_4","loss",6,41,1,0.02,-3,0,-3,3.16,5,1309,865,1,NA,0,0,"A"
"68046001","Basel","he04_1","gain",7,48,1,0.02,2.57,3.81,3,0,10,1188,727,0,1,0,0,"B"
"68046001","Basel","he04_5","gain",8,40,1,0.03,4.8,137.43,3,0,3,1287,689,0,0,0,0,"B"
"68046101","Basel","he04_2inv","loss",1,36,3,0.09,-0.45,1.21,0,0,0,1241,1444,0,1,1,0,"B"
"68046101","Basel","he04_6","gain",2,24,1,0.04,0,0,0.75,2.25,0,1347,766,0,1,0,1,"B"
"68046101","Basel","he04_3","loss",3,47,2,0.04,-3,0,-1.88,60.24,1,1632,1155,0,1,1,1,"B"
"68046101","Basel","he04_1","gain",4,100,1,0.01,3.12,2.8,3,0,11,1340,803,1,1,1,1,"A"
"68046101","Basel","he04_5","gain",5,70,1,0.01,4,114.87,3,0,5,1371,647,1,1,1,1,"A"
"68046101","Basel","he04_6inv","loss",6,70,1,0.01,-0.9,1.96,0,0,0,1362,1828,0,1,1,0,"B"
"68046101","Basel","he04_4","loss",7,57,1,0.02,-3,0,-3.33,2.3,5,1292,545,1,1,0,0,"A"
"68046101","Basel","he04_2","gain",8,65,1,0.02,1.21,3.48,0.47,1.22,10,1315,597,1,1,1,1,"A"
"68046201","Basel","he04_6","gain",1,58,3,0.05,0.78,24.98,0.53,1.39,1,1419,4585,0,0,0,0,"B"
"68046201","Basel","he04_3","loss",2,30,2,0.07,-3,0,-7.11,187.4,4,1214,1335,0,0,1,1,"B"
"68046201","Basel","he04_1","gain",3,17,1,0.06,3.33,2.42,3,0,2,1260,588,1,1,1,1,"A"
"68046201","Basel","he04_5","gain",4,22,1,0.05,0,0,3,0,0,1179,553,0,1,0,NA,"B"
"68046201","Basel","he04_4","loss",5,17,1,0.06,-3,0,-3.6,1.6,1,1208,460,1,1,0,0,"A"
"68046201","Basel","he04_2","gain",6,20,1,0.05,0.8,2.84,0.9,2.1,2,1226,422,0,1,0,0,"B"
"68046201","Basel","he04_2inv","loss",7,15,1,0.07,-0.6,1.8,-2,4.44,5,1198,451,0,0,1,1,"B"
"68046201","Basel","he04_6inv","loss",8,25,3,0.12,-0.75,1.84,0,0,0,1208,487,0,1,1,0,"B"
"68046301","Basel","he04_2","gain",1,3,1,0.5,0,NA,0,0,0,3062,1038,0,NA,0,NA,"B"
"68046301","Basel","he04_2inv","loss",2,2,1,1,-3,NA,0,NA,0,1256,1882,0,1,1,NA,"B"
"68046301","Basel","he04_4","loss",3,3,1,0.5,-3,0,-4,NA,0,1317,561,1,1,0,NA,"A"
"68046301","Basel","he04_5","gain",4,1,NA,NA,NA,NA,3,NA,0,862,528,0,NA,0,NA,"B"
"68046301","Basel","he04_6","gain",5,3,1,0.5,0,NA,1.5,4.5,0,1229,1562,0,1,0,NA,"B"
"68046301","Basel","he04_3","loss",6,5,4,1,-3,0,0,0,0,1119,615,0,1,1,NA,"B"
"68046301","Basel","he04_1","gain",7,2,1,1,0,NA,3,NA,1,1068,552,0,1,0,NA,"B"
"68046301","Basel","he04_6inv","loss",8,3,2,1,-3,NA,0,0,0,813,484,0,1,1,NA,"B"
"68046401","Basel","he04_2inv","loss",1,44,1,0.02,-0.45,1.21,-0.33,1.28,2,2773,2101,1,0,0,0,"A"
"68046401","Basel","he04_1","gain",2,31,1,0.03,3,3.27,3,0,3,2426,7638,0,NA,0,0,"B"
"68046401","Basel","he04_2","gain",3,18,1,0.06,0.67,2.42,2,2.4,2,1408,904,0,1,0,0,"B"
"68046401","Basel","he04_6","gain",4,22,1,0.05,0,0,1.25,2.39,0,1326,827,0,1,0,1,"B"
"68046401","Basel","he04_4","loss",5,23,1,0.05,-3,0,-2.86,3.81,2,1256,911,0,1,1,1,"B"
"68046401","Basel","he04_6inv","loss",6,21,1,0.05,-0.6,1.8,0,0,0,1132,606,0,1,1,0,"B"
"68046401","Basel","he04_3","loss",7,22,2,0.1,-3,0,-3.2,102.4,1,1298,576,0,0,1,1,"B"
"68046401","Basel","he04_5","gain",8,19,1,0.06,0,0,3,0,0,1239,623,0,1,0,NA,"B"
"68046501","Basel","he04_3","loss",1,7,6,1,-3,0,-8,256,1,1882,4711,0,0,1,1,"B"
"68046501","Basel","he04_1","gain",2,25,23,0.96,3,3.27,3,0,3,1226,1009,0,NA,0,0,"B"
"68046501","Basel","he04_6inv","loss",3,12,11,1,-1,2.4,0,0,0,1127,604,0,1,1,0,"B"
"68046501","Basel","he04_2","gain",4,12,11,1,0,0,1.5,2.7,0,1271,537,1,0,1,0,"A"
"68046501","Basel","he04_4","loss",5,26,25,1,-3,0,-2.46,4.1,5,1110,928,1,0,0,0,"A"
"68046501","Basel","he04_5","gain",6,11,10,1,0,0,3,0,0,1199,878,0,1,0,NA,"B"
"68046501","Basel","he04_2inv","loss",7,13,12,1,-1.5,2.7,-0.57,2.29,1,1030,625,0,1,1,0,"B"
"68046501","Basel","he04_6","gain",8,18,15,0.88,0,0,1.2,2.4,0,1098,498,0,1,0,1,"B"
"68046601","Basel","he04_4","loss",1,18,2,0.12,-3,0,-3.33,2.67,1,1344,734,1,1,0,0,"A"
"68046601","Basel","he04_2inv","loss",2,12,2,0.18,-1.2,2.7,-0.57,2.29,1,1143,707,1,0,0,1,"A"
"68046601","Basel","he04_3","loss",3,18,3,0.18,-3,0,-6.4,182.04,2,1226,557,0,0,1,1,"B"
"68046601","Basel","he04_1","gain",4,9,1,0.12,4,0,3,0,0,1172,757,1,1,1,NA,"A"
"68046601","Basel","he04_6","gain",5,10,1,0.11,6.4,204.8,1.2,2.7,1,1238,837,1,1,1,1,"A"
"68046601","Basel","he04_6inv","loss",6,10,1,0.11,-1.2,2.7,0,0,0,1176,504,0,1,1,0,"B"
"68046601","Basel","he04_2","gain",7,12,1,0.09,1.71,4.57,0,0,3,1301,638,1,1,1,1,"A"
"68046601","Basel","he04_5","gain",8,10,1,0.11,0,0,3,0,0,1185,753,0,1,0,NA,"B"
"68046701","Basel","he04_6","gain",1,37,2,0.06,1.78,56.89,0.79,1.84,1,1030,1194,0,0,0,0,"B"
"68046701","Basel","he04_2","gain",2,32,2,0.06,1.5,4,0.56,1.46,6,1094,723,1,1,1,1,"A"
"68046701","Basel","he04_5","gain",3,43,1,0.02,1.07,34.13,3,0,1,1068,580,0,1,0,0,"B"
"68046701","Basel","he04_4","loss",4,39,1,0.03,-3,0,-2.86,3.81,2,1024,626,0,1,1,1,"B"
"68046701","Basel","he04_1","gain",5,31,2,0.07,3.08,3.08,3,0,3,1047,711,0,0,0,0,"B"
"68046701","Basel","he04_6inv","loss",6,19,3,0.17,-1.8,2.7,-2.29,73.14,1,1079,448,1,1,0,0,"A"
"68046701","Basel","he04_2inv","loss",7,35,4,0.12,-0.82,1.96,-0.83,2.75,5,1022,719,0,0,1,1,"B"
"68046701","Basel","he04_3","loss",8,18,5,0.29,-3,0,-2.67,85.33,1,1147,2872,0,1,1,1,"B"
"68046901","Basel","he04_5","gain",1,14,9,0.69,8,219.43,3,0,2,3172,3684,1,1,1,1,"A"
"68046901","Basel","he04_1","gain",2,13,5,0.42,3.2,3.2,3,0,1,1780,2772,0,0,0,0,"B"
"68046901","Basel","he04_2inv","loss",3,13,7,0.58,-0.5,1.5,-0.57,2.29,1,1724,957,1,1,0,0,"A"
"68046901","Basel","he04_4","loss",4,15,5,0.36,-3,0,-3,3.43,2,1986,512,1,NA,0,0,"A"
"68046901","Basel","he04_3","loss",5,10,5,0.56,-3,0,0,0,0,1453,749,0,1,1,NA,"B"
"68046901","Basel","he04_2","gain",6,24,14,0.61,0.8,2.84,0.64,1.63,2,1384,2645,0,0,0,0,"B"
