"partid","location","gamble_lab","domain","gamble_ind","samples","switches","swrate","A_mean","A_var","B_mean","B_var","rare_n","rt_sample","rt_decision","H","Hexp","R","Rexp","decision"
"64020401","Basel","he04_2","gain",6,24,23,1,1,3.27,1,2.18,3,901,429,1,NA,1,1,"A"
"64020401","Basel","he04_4","loss",7,17,16,1,-3,0,-3.11,3.11,2,993,375,1,1,0,0,"A"
"64020401","Basel","he04_6","gain",8,18,17,1,0,0,1,2.25,0,962,289,0,1,0,1,"B"
"64020501","Basel","he04_4","loss",1,15,2,0.14,-3,0,-2.29,4.57,3,1762,921,0,1,1,1,"B"
"64020501","Basel","he04_5","gain",2,11,1,0.1,0,0,3,0,0,1383,599,0,1,0,NA,"B"
"64020501","Basel","he04_2inv","loss",3,22,1,0.05,-0.46,1.27,-0.44,1.78,1,1457,673,1,0,0,0,"A"
"64020501","Basel","he04_6inv","loss",4,16,1,0.07,-1.12,2.41,0,0,0,1491,579,0,1,1,0,"B"
"64020501","Basel","he04_2","gain",5,10,0,0,0.4,1.6,NA,NA,1,1375,12365,0,NA,0,NA,"B"
"64020501","Basel","he04_6","gain",6,25,1,0.04,4.92,144.41,0.25,0.75,2,1393,701,1,1,1,1,"A"
"64020501","Basel","he04_1","gain",7,24,1,0.04,3,3.27,3,0,3,1430,600,0,NA,0,0,"B"
"64020501","Basel","he04_3","loss",8,20,1,0.05,-3,0,-10.67,256,3,1350,696,1,1,0,0,"A"
"64021901","Basel","he04_2","gain",1,20,1,0.05,0.36,1.45,1.33,2.5,1,1260,1956,0,1,0,1,"B"
"64021901","Basel","he04_6inv","loss",2,14,1,0.08,-0.86,2.14,0,0,0,1180,1185,1,0,0,1,"A"
"64021901","Basel","he04_1","gain",3,12,2,0.18,4,0,3,0,0,1269,724,1,1,1,NA,"A"
"64021901","Basel","he04_4","loss",4,6,1,0.2,-3,0,-4,0,0,1303,690,0,0,1,NA,"B"
"64021901","Basel","he04_2inv","loss",5,6,1,0.2,-1,3,-1.33,5.33,1,1485,721,1,1,0,0,"A"
"64021901","Basel","he04_5","gain",6,8,1,0.14,0,0,3,0,0,1189,469,0,1,0,NA,"B"
"64021901","Basel","he04_6","gain",7,9,1,0.12,0,0,1,2.4,0,1246,686,0,1,0,1,"B"
"64021901","Basel","he04_3","loss",8,11,3,0.3,-3,0,-10.67,273.07,2,2900,594,0,0,1,1,"B"
"64022901","Basel","he04_3","loss",1,23,2,0.09,-3,0,0,0,0,1095,468,0,1,1,NA,"B"
"64022901","Basel","he04_6","gain",2,37,3,0.08,1.78,56.89,0.32,0.89,1,1072,1358,1,1,1,1,"A"
"64022901","Basel","he04_6inv","loss",3,21,1,0.05,-0.5,1.36,0,0,0,1114,220,0,1,1,0,"B"
"64022901","Basel","he04_5","gain",4,21,2,0.1,3.56,113.78,3,0,1,1073,601,0,0,0,0,"B"
"64022901","Basel","he04_2inv","loss",5,37,3,0.08,-1,2.14,-0.55,1.97,3,994,618,1,0,0,1,"A"
"64022901","Basel","he04_2","gain",6,18,1,0.06,1.45,4.07,0.43,1.29,4,1000,358,1,1,1,1,"A"
"64022901","Basel","he04_4","loss",7,16,1,0.07,-3,0,-3.5,2,1,945,301,0,0,1,1,"B"
"64022901","Basel","he04_1","gain",8,12,1,0.09,3.33,2.67,3,0,1,1021,281,0,0,0,0,"B"
"64025601","Basel","he04_6","gain",1,23,1,0.05,0,0,0.46,1.27,0,1165,2309,0,1,0,1,"B"
"64025601","Basel","he04_3","loss",2,37,2,0.06,-3,0,-2.37,72.93,2,1028,921,1,0,0,0,"A"
"64025601","Basel","he04_2inv","loss",3,25,1,0.04,-0.6,1.54,-1.2,3.73,3,938,283,1,1,0,0,"A"
"64025601","Basel","he04_1","gain",4,41,1,0.02,3.54,1.7,3,0,3,934,330,1,1,1,1,"A"
"64025601","Basel","he04_6inv","loss",5,58,2,0.04,-0.85,1.87,-3.37,101.8,2,1093,357,1,1,0,0,"A"
"64025601","Basel","he04_4","loss",6,34,1,0.03,-3,0,-3.4,2.15,3,1147,328,1,1,0,0,"A"
"64025601","Basel","he04_5","gain",7,35,1,0.03,2.13,68.27,3,0,1,1078,351,0,1,0,0,"B"
"64025601","Basel","he04_2","gain",8,24,2,0.09,0.29,1.14,0.6,1.6,1,1089,389,0,1,0,1,"B"
"64026901","Basel","he04_3","loss",1,7,5,0.83,-3,0,0,0,0,1215,571,0,1,1,NA,"B"
"64026901","Basel","he04_1","gain",2,8,5,0.71,4,0,3,0,0,1242,610,1,1,1,NA,"A"
"64026901","Basel","he04_6","gain",3,3,2,1,0,0,3,NA,0,1371,663,0,1,0,NA,"B"
"64026901","Basel","he04_2inv","loss",4,3,2,1,0,NA,0,0,0,1209,513,0,NA,1,NA,"B"
"64026901","Basel","he04_5","gain",5,2,1,1,0,NA,3,NA,0,1179,396,0,1,0,NA,"B"
"64026901","Basel","he04_2","gain",6,6,5,1,1.33,5.33,0,0,1,1042,414,1,1,1,1,"A"
"64026901","Basel","he04_6inv","loss",7,6,5,1,-2,3,0,0,0,1090,418,0,1,1,0,"B"
"64026901","Basel","he04_4","loss",8,7,5,0.83,-3,0,-4,0,0,1181,376,1,1,0,NA,"A"
"64027801","Basel","he04_6","gain",1,25,1,0.04,0,0,0.43,1.19,0,1245,436,0,1,0,1,"B"
"64027801","Basel","he04_1","gain",2,29,1,0.04,3.56,1.67,3,0,2,1263,675,1,1,1,1,"A"
"64027801","Basel","he04_2","gain",3,53,2,0.04,0.87,2.85,0.5,1.29,5,1260,558,0,0,0,0,"B"
"64027801","Basel","he04_4","loss",4,32,1,0.03,-3,0,-3.14,2.9,3,1208,498,0,0,1,1,"B"
"64027801","Basel","he04_6inv","loss",5,24,1,0.04,-0.55,1.47,0,0,0,1186,793,0,1,1,0,"B"
"64027801","Basel","he04_2inv","loss",6,34,1,0.03,-0.86,1.98,-0.8,2.69,4,1194,413,1,0,0,0,"A"
"64027801","Basel","he04_5","gain",7,22,1,0.05,5.82,167.56,3,0,2,1345,675,0,0,0,0,"B"
"64027801","Basel","he04_3","loss",8,16,1,0.07,-3,0,-3.56,113.78,1,1227,428,0,0,1,1,"B"
"64029901","Basel","he04_6","gain",1,4,2,0.67,0,0,0,NA,0,1640,5502,1,NA,1,NA,"A"
"64029901","Basel","he04_3","loss",2,1,NA,NA,NA,NA,0,NA,0,545,3354,0,NA,1,NA,"B"
"64029901","Basel","he04_1","gain",3,1,NA,NA,0,NA,NA,NA,1,1706,1025,1,NA,1,NA,"A"
"64029901","Basel","he04_2","gain",4,1,NA,NA,0,NA,NA,NA,0,708,3612,1,NA,1,NA,"A"
"64029901","Basel","he04_5","gain",5,1,NA,NA,NA,NA,3,NA,0,881,2937,0,NA,0,NA,"B"
"64029901","Basel","he04_4","loss",6,5,2,0.5,-3,0,0,NA,1,2900,1403,0,1,1,NA,"B"
"64029901","Basel","he04_6inv","loss",7,1,NA,NA,-3,NA,NA,NA,0,803,4055,0,NA,1,NA,"B"
"64029901","Basel","he04_2inv","loss",8,1,NA,NA,0,NA,NA,NA,0,1572,1533,1,NA,0,NA,"A"
"64031301","Basel","he04_3","loss",1,5,4,1,-3,0,0,0,0,1137,4480,0,1,1,NA,"B"
"64031301","Basel","he04_4","loss",2,3,2,1,-3,0,-4,NA,0,903,652,1,1,0,NA,"A"
"64031301","Basel","he04_6inv","loss",3,24,23,1,-1,2.18,0,0,0,1279,1062,0,1,1,0,"B"
"64031301","Basel","he04_6","gain",4,22,21,1,0,0,0.55,1.47,0,1080,596,0,1,0,1,"B"
"64031301","Basel","he04_2","gain",5,21,20,1,0.36,1.45,0.6,1.6,1,1004,499,1,0,1,0,"A"
"64031301","Basel","he04_1","gain",6,18,17,1,3.11,3.11,3,0,2,1056,441,1,1,1,1,"A"
"64031301","Basel","he04_5","gain",7,12,11,1,0,0,3,0,0,1124,554,0,1,0,NA,"B"
"64031301","Basel","he04_2inv","loss",8,42,41,1,-1.14,2.23,-0.95,3.05,5,1003,2220,0,1,1,1,"B"
"64034901","Basel","he04_2inv","loss",1,13,5,0.42,-0.43,1.29,-2,4.8,3,1210,929,1,1,0,0,"A"
"64034901","Basel","he04_6inv","loss",2,23,1,0.05,-0.5,1.36,-2.91,93.09,1,1296,773,1,1,0,0,"A"
"64034901","Basel","he04_4","loss",3,23,8,0.36,-3,0,-3,3.27,3,1092,419,0,NA,1,1,"B"
"64034901","Basel","he04_3","loss",4,15,3,0.21,-3,0,-4,128,1,1173,682,1,1,0,0,"A"
"64034901","Basel","he04_6","gain",5,29,2,0.07,0,0,0.5,1.36,0,1209,393,0,1,0,1,"B"
"64034901","Basel","he04_1","gain",6,20,2,0.11,3.27,2.62,3,0,2,1027,260,1,1,1,1,"A"
"64034901","Basel","he04_2","gain",7,25,2,0.08,1.09,3.49,0.43,1.19,3,1040,527,1,1,1,1,"A"
"64034901","Basel","he04_5","gain",8,28,1,0.04,0,0,3,0,0,1114,425,0,1,0,NA,"B"
"64036201","Basel","he04_1","gain",1,15,2,0.14,3.56,1.78,3,0,1,1023,510,1,1,1,1,"A"
"64036201","Basel","he04_6","gain",2,13,1,0.08,0,0,0.5,1.5,0,1037,496,0,1,0,1,"B"
"64036201","Basel","he04_2inv","loss",3,13,1,0.08,-0.5,1.5,-1.71,4.57,3,1121,517,1,1,0,0,"A"
"64036201","Basel","he04_6inv","loss",4,12,2,0.18,0,0,0,0,0,1070,431,1,NA,0,NA,"A"
"64036201","Basel","he04_2","gain",5,16,1,0.07,0.89,3.11,0,0,2,1073,588,1,1,1,1,"A"
"64036201","Basel","he04_3","loss",6,13,2,0.17,-3,0,-4.57,146.29,1,1176,1136,1,1,0,0,"A"
"64036201","Basel","he04_5","gain",7,9,1,0.12,16,341.33,3,0,2,1118,461,1,1,1,1,"A"
"64036201","Basel","he04_4","loss",8,20,3,0.16,-3,0,-3.73,1.07,1,1107,460,1,1,0,0,"A"
"64036701","Basel","he04_4","loss",1,13,12,1,-3,0,-3.33,2.67,1,1096,549,1,1,0,0,"A"
"64036701","Basel","he04_2inv","loss",2,12,7,0.64,-0.75,2.25,0,0,0,1059,673,0,1,1,0,"B"
"64036701","Basel","he04_5","gain",3,9,8,1,0,0,3,0,0,960,610,0,1,0,NA,"B"
"64036701","Basel","he04_2","gain",4,7,6,1,1,4,0,0,1,896,370,1,1,1,1,"A"
"64036701","Basel","he04_6inv","loss",5,7,6,1,0,0,0,0,0,1051,496,0,NA,1,NA,"B"
"64036701","Basel","he04_1","gain",6,6,5,1,4,0,3,0,0,1038,481,1,1,1,NA,"A"
"64036701","Basel","he04_6","gain",7,6,5,1,0,0,2,3,0,995,399,0,1,0,1,"B"
"64036701","Basel","he04_3","loss",8,6,5,1,-3,0,0,0,0,1038,793,0,1,1,NA,"B"
"64037701","Basel","he04_4","loss",1,42,1,0.02,-3,0,-3.05,3.05,5,1205,607,0,0,1,1,"B"
"64037701","Basel","he04_6inv","loss",2,47,2,0.04,-0.79,1.8,-4.92,144.41,2,1904,939,1,1,0,0,"A"
"64037701","Basel","he04_5","gain",3,55,3,0.06,4.36,126.34,3,0,3,1208,556,1,1,1,1,"A"
"64037701","Basel","he04_3","loss",4,29,1,0.04,-3,0,-5.33,155.15,2,1119,490,1,1,0,0,"A"
"64037701","Basel","he04_2","gain",5,80,2,0.03,0.73,2.45,0.7,1.65,6,1185,442,1,1,1,1,"A"
"64037701","Basel","he04_6","gain",6,67,2,0.03,0,0,0.71,1.67,0,1203,618,0,1,0,1,"B"
"64037701","Basel","he04_2inv","loss",7,64,2,0.03,-0.56,1.42,-0.75,2.52,6,1184,522,1,1,0,0,"A"
"64037701","Basel","he04_1","gain",8,52,2,0.04,3.43,2.06,3,0,3,1170,2023,0,0,0,0,"B"
"64039601","Basel","he04_5","gain",1,26,3,0.12,8.73,223.42,3,0,3,1203,3020,0,0,0,0,"B"
"64039601","Basel","he04_6","gain",2,22,1,0.05,2.46,78.77,0.33,1,1,1299,3070,1,1,1,1,"A"
"64039601","Basel","he04_3","loss",3,39,2,0.05,-3,0,-4,119.47,2,1296,720,1,1,0,0,"A"
"64039601","Basel","he04_2","gain",4,19,2,0.11,1.5,4.29,1.09,2.29,3,1239,1660,1,1,1,1,"A"
"64039601","Basel","he04_4","loss",5,60,2,0.03,-3,0,-3.83,0.67,1,1234,920,0,0,1,1,"B"
"64039601","Basel","he04_6inv","loss",6,43,2,0.05,-1.38,2.42,-1.07,34.13,1,1243,887,1,0,0,0,"A"
"64039601","Basel","he04_2inv","loss",7,33,2,0.06,-0.68,1.66,-0.73,2.62,2,1421,687,1,1,0,0,"A"
"64039601","Basel","he04_1","gain",8,91,3,0.03,3.47,1.98,3,0,2,1205,650,1,1,1,1,"A"
"64042701","Basel","he04_5","gain",1,6,5,1,10.67,341.33,3,0,1,1612,1972,1,1,1,1,"A"
"64042701","Basel","he04_4","loss",2,13,6,0.5,-3,0,-4,0,0,1064,962,1,1,0,NA,"A"
"64042701","Basel","he04_3","loss",3,6,5,1,-3,0,0,0,0,997,660,0,1,1,NA,"B"
"64042701","Basel","he04_1","gain",4,7,6,1,4,0,3,0,0,1089,1282,1,1,1,NA,"A"
"64042701","Basel","he04_6","gain",5,6,5,1,0,0,1,3,0,920,492,1,0,1,0,"A"
"64042701","Basel","he04_2","gain",6,7,6,1,0,0,0,0,0,934,414,0,NA,0,NA,"B"
"64042701","Basel","he04_6inv","loss",7,6,5,1,-2,3,0,0,0,890,458,0,1,1,0,"B"
"64042701","Basel","he04_2inv","loss",8,4,3,1,0,0,-2,8,1,948,2865,1,1,0,0,"A"
"64046301","Basel","he04_1","gain",1,13,5,0.42,4,0,3,0,0,2083,3641,1,1,1,NA,"A"
"64046301","Basel","he04_2inv","loss",2,25,10,0.42,-1.09,2.29,-0.86,2.9,3,1120,622,1,0,0,0,"A"
"64046301","Basel","he04_6inv","loss",3,16,1,0.07,-1.12,2.41,0,0,0,973,431,0,1,1,0,"B"
"64046301","Basel","he04_6","gain",4,24,1,0.04,9.6,238.93,0.86,1.98,3,1069,413,1,1,1,1,"A"
"64046301","Basel","he04_4","loss",5,12,1,0.09,-3,0,-4,0,0,1008,588,1,1,0,NA,"A"
"64046301","Basel","he04_2","gain",6,17,1,0.06,1.33,4,1.5,2.57,3,1362,406,0,1,0,0,"B"
"64046301","Basel","he04_3","loss",7,20,1,0.05,-3,0,0,0,0,1010,338,0,1,1,NA,"B"
"64046301","Basel","he04_5","gain",8,22,3,0.14,4.27,126.78,3,0,2,1497,442,0,0,0,0,"B"
"64047801","Basel","he04_6","gain",1,10,3,0.33,0,0,1.5,3,0,1356,1007,0,1,0,1,"B"
"64047801","Basel","he04_4","loss",2,22,13,0.62,-3,0,-3.64,1.45,1,1322,696,1,1,0,0,"A"
"64047801","Basel","he04_2inv","loss",3,8,7,1,-1.5,3,0,0,0,1156,491,0,1,1,0,"B"
"64047801","Basel","he04_5","gain",4,15,13,0.93,0,0,3,0,0,1179,573,0,1,0,NA,"B"
"64047801","Basel","he04_6inv","loss",5,6,5,1,-2,3,0,0,0,1336,490,0,1,1,0,"B"
"64047801","Basel","he04_3","loss",6,8,7,1,-3,0,-8,256,1,1044,482,1,1,0,0,"A"
"64047801","Basel","he04_2","gain",7,18,17,1,1.33,4,1,2.25,3,1134,426,1,1,1,1,"A"
"64047801","Basel","he04_1","gain",8,15,14,1,2.5,4.29,3,0,3,1108,304,1,0,1,1,"A"
"64049601","Basel","he04_1","gain",1,27,9,0.35,2.5,4,3,0,6,1197,4017,0,1,0,0,"B"
"64049601","Basel","he04_6inv","loss",2,36,1,0.03,-1.33,2.5,0,0,0,1139,622,0,1,1,0,"B"
"64049601","Basel","he04_3","loss",3,22,2,0.1,-3,0,-2.91,93.09,1,1136,663,0,1,1,1,"B"
"64049601","Basel","he04_6","gain",4,22,1,0.05,0,0,1,3,0,1087,517,0,1,0,1,"B"
"64049601","Basel","he04_2inv","loss",5,29,1,0.04,-0.35,0.99,-1,3.27,3,1030,347,1,1,0,0,"A"
"64049601","Basel","he04_2","gain",6,19,1,0.06,0.4,1.6,1,2.25,1,1238,391,0,1,0,1,"B"
"64049601","Basel","he04_5","gain",7,18,1,0.06,5.82,167.56,3,0,2,1198,715,1,1,1,1,"A"
"64049601","Basel","he04_4","loss",8,10,1,0.11,-3,0,-2,4.8,3,1315,1489,0,1,1,1,"B"
"64049701","Basel","he04_6inv","loss",1,20,1,0.05,-0.6,1.6,0,0,0,1246,717,0,1,1,0,"B"
"64049701","Basel","he04_6","gain",2,20,1,0.05,0,0,0.6,1.6,0,1207,791,0,1,0,1,"B"
"64049701","Basel","he04_1","gain",3,21,1,0.05,3.64,1.45,3,0,1,1105,747,1,1,1,1,"A"
"64049701","Basel","he04_2","gain",4,20,1,0.05,0.8,2.84,0.6,1.6,2,1220,557,1,1,1,1,"A"
"64049701","Basel","he04_3","loss",5,18,1,0.06,-3,0,-3.2,102.4,1,1230,556,0,0,1,1,"B"
"64049701","Basel","he04_5","gain",6,20,1,0.05,3.2,102.4,3,0,1,1224,956,0,0,0,0,"B"
"64049701","Basel","he04_4","loss",7,20,1,0.05,-3,0,-3.2,2.84,2,1222,631,1,1,0,0,"A"
"64049701","Basel","he04_2inv","loss",8,20,1,0.05,-0.9,2.1,-0.8,2.84,2,1157,628,1,0,0,0,"A"
"64051301","Basel","he04_5","gain",1,16,2,0.13,0,0,3,0,0,1229,917,0,1,0,NA,"B"
"64051301","Basel","he04_2","gain",2,19,1,0.06,0.4,1.6,1,2.25,1,1129,863,0,1,0,1,"B"
"64051301","Basel","he04_3","loss",3,25,1,0.04,-3,0,-7.11,199.11,2,1223,762,1,1,0,0,"A"
"64051301","Basel","he04_2inv","loss",4,14,1,0.08,-0.43,1.29,-1.71,4.57,3,1333,619,1,1,0,0,"A"
"64051301","Basel","he04_6","gain",5,24,1,0.04,2.67,85.33,1,2.18,1,1093,942,0,0,0,0,"B"
"64051301","Basel","he04_6inv","loss",6,27,1,0.04,-0.6,1.6,0,0,0,1082,555,0,1,1,0,"B"
"64051301","Basel","he04_4","loss",7,33,1,0.03,-3,0,-3.11,2.93,4,1052,2492,1,1,0,0,"A"
"64051301","Basel","he04_1","gain",8,26,1,0.04,2.93,3.35,3,0,4,1168,849,1,0,1,1,"A"
"64051501","Basel","he04_2","gain",1,5,3,0.75,0,0,1,3,0,2804,1271,1,0,1,0,"A"
"64051501","Basel","he04_4","loss",2,3,1,0.5,-3,0,-4,NA,0,2197,1247,1,1,0,NA,"A"
"64051501","Basel","he04_6","gain",3,3,2,1,16,512,0,NA,1,2105,1285,1,1,1,NA,"A"
"64051501","Basel","he04_3","loss",4,3,2,1,-3,NA,0,0,0,1217,1195,0,1,1,NA,"B"
"64051501","Basel","he04_5","gain",5,3,1,0.5,32,NA,3,0,1,1833,636,0,0,0,NA,"B"
"64051501","Basel","he04_2inv","loss",6,4,2,0.67,0,0,0,0,0,1265,490,0,NA,1,NA,"B"
"64051501","Basel","he04_6inv","loss",7,3,1,0.5,-3,NA,0,0,0,1309,719,0,1,1,NA,"B"
"64051501","Basel","he04_1","gain",8,2,1,1,0,NA,3,NA,1,1824,973,0,1,0,NA,"B"
"64052901","Basel","he04_6inv","loss",1,32,4,0.13,-0.68,1.66,-3.2,102.4,1,1472,1377,1,1,0,0,"A"
"64052901","Basel","he04_2","gain",2,16,1,0.07,1.5,4.29,0.75,1.93,3,1433,804,1,1,1,1,"A"
"64052901","Basel","he04_2inv","loss",3,23,1,0.05,-0.9,2.1,-0.62,2.26,2,1314,691,1,0,0,0,"A"
"64052901","Basel","he04_4","loss",4,25,1,0.04,-3,0,-3.6,1.6,1,1237,545,1,1,0,0,"A"
"64052901","Basel","he04_1","gain",5,16,1,0.07,2.67,4,3,0,3,1285,432,0,1,0,0,"B"
"64052901","Basel","he04_6","gain",6,24,1,0.04,0,0,0.82,1.96,0,1186,611,0,1,0,1,"B"
"64052901","Basel","he04_3","loss",7,15,1,0.07,-3,0,-5.33,170.67,1,1261,575,1,1,0,0,"A"
"64052901","Basel","he04_5","gain",8,25,1,0.04,0,0,3,0,0,1280,465,0,1,0,NA,"B"
"64053701","Basel","he04_5","gain",1,4,1,0.33,0,NA,3,0,0,1858,4181,0,1,0,NA,"B"
"64053701","Basel","he04_6inv","loss",2,12,5,0.45,-0.86,2.14,0,0,0,1287,5186,0,1,1,0,"B"
"64053701","Basel","he04_4","loss",3,9,7,0.88,-3,0,-4,0,0,1117,1022,1,1,0,NA,"A"
"64053701","Basel","he04_2inv","loss",4,4,3,1,0,0,0,0,0,1222,998,0,NA,1,NA,"B"
"64053701","Basel","he04_2","gain",5,2,1,1,0,NA,0,NA,0,1212,1259,0,NA,0,NA,"B"
"64053701","Basel","he04_3","loss",6,6,4,0.8,-3,0,-10.67,341.33,1,1178,705,0,0,1,1,"B"
"64053701","Basel","he04_1","gain",7,1,NA,NA,4,NA,NA,NA,0,2270,661,1,NA,1,NA,"A"
"64053701","Basel","he04_6","gain",8,9,7,0.88,0,0,0.6,1.8,0,1080,367,0,1,0,1,"B"
"64055001","Basel","he04_6","gain",1,11,2,0.2,0,0,2,3,0,1167,799,0,1,0,1,"B"
"64055001","Basel","he04_2inv","loss",2,15,13,0.93,-1.29,2.57,0,0,0,1040,697,0,1,1,0,"B"
"64055001","Basel","he04_5","gain",3,7,6,1,0,0,3,0,0,1023,541,0,1,0,NA,"B"
"64055001","Basel","he04_4","loss",4,16,15,1,-3,0,-3.5,2,1,1016,548,1,1,0,0,"A"
"64055001","Basel","he04_3","loss",5,20,18,0.95,-3,0,-2.91,93.09,1,1131,839,0,1,1,1,"B"
"64055001","Basel","he04_1","gain",6,11,10,1,3.2,3.2,3,0,1,1017,568,0,0,0,0,"B"
"64055001","Basel","he04_6inv","loss",7,14,13,1,-0.43,1.29,0,0,0,972,449,0,1,1,0,"B"
"64055001","Basel","he04_2","gain",8,9,8,1,0,0,0.75,2.25,0,986,467,0,1,0,1,"B"
"64056701","Basel","he04_3","loss",1,23,17,0.77,-3,0,-2.67,85.33,1,1263,774,0,1,1,1,"B"
"64056701","Basel","he04_2inv","loss",2,16,15,1,-1.12,2.41,-1.5,4.29,3,1093,510,0,0,1,1,"B"
"64056701","Basel","he04_1","gain",3,9,8,1,3.2,3.2,3,0,1,1050,521,1,1,1,1,"A"
"64056701","Basel","he04_5","gain",4,13,12,1,16,307.2,3,0,3,1139,723,0,0,0,0,"B"
"64056701","Basel","he04_6inv","loss",5,16,15,1,-0.75,1.93,-4,128,1,1014,945,0,0,1,1,"B"
"64056701","Basel","he04_2","gain",6,21,20,1,0,0,1.09,2.29,0,1105,444,0,1,0,1,"B"
"64056701","Basel","he04_6","gain",7,15,14,1,0,0,0.86,2.14,0,1036,519,0,1,0,1,"B"
"64056701","Basel","he04_4","loss",8,22,21,1,-3,0,-2.91,3.49,3,1049,447,0,1,1,1,"B"
"64057101","Basel","he04_4","loss",1,18,13,0.76,-3,0,-3.2,2.84,2,1011,368,0,0,1,1,"B"
"64057101","Basel","he04_5","gain",2,20,7,0.37,4.27,126.78,3,0,2,1029,284,1,1,1,1,"A"
"64057101","Basel","he04_2inv","loss",3,24,21,0.91,-0.55,1.47,0,0,0,950,560,0,1,1,0,"B"
"64057101","Basel","he04_6","gain",4,40,25,0.64,0,0,0.78,1.79,0,998,338,0,1,0,1,"B"
"64057101","Basel","he04_1","gain",5,27,25,0.96,3.69,1.23,3,0,1,989,673,1,1,1,1,"A"
"64057101","Basel","he04_3","loss",6,56,27,0.49,-3,0,-3.81,110.01,5,1034,230,0,0,1,1,"B"
"64057101","Basel","he04_2","gain",7,82,41,0.51,0.8,2.6,0.27,0.78,12,1029,307,1,1,1,1,"A"
"64057101","Basel","he04_6inv","loss",8,26,24,0.96,-0.46,1.27,0,0,0,957,3254,0,1,1,0,"B"
"64057201","Basel","he04_2inv","loss",1,28,24,0.89,-1.62,2.42,-0.8,2.74,3,1294,1480,0,1,1,1,"B"
"64057201","Basel","he04_5","gain",2,11,10,1,0,0,3,0,0,1205,773,0,1,0,NA,"B"
"64057201","Basel","he04_2","gain",3,22,21,1,0.73,2.62,0.55,1.47,2,1091,843,1,1,1,1,"A"
"64057201","Basel","he04_4","loss",4,22,21,1,-3,0,-3.27,2.62,2,1486,572,1,1,0,0,"A"
"64057201","Basel","he04_6","gain",5,28,26,0.96,0,0,0.21,0.64,0,1188,647,0,1,0,1,"B"
"64057201","Basel","he04_3","loss",6,24,22,0.96,-3,0,-5.82,167.56,2,1137,500,1,1,0,0,"A"
"64057201","Basel","he04_1","gain",7,55,50,0.93,2.71,3.62,3,0,9,1050,623,0,1,0,0,"B"
"64057201","Basel","he04_6inv","loss",8,33,30,0.94,-1.24,2.32,-2,64,1,1026,562,1,1,0,0,"A"
"64057901","Basel","he04_3","loss",1,32,2,0.06,-3,0,-6.4,175.54,3,1175,971,1,1,0,0,"A"
"64057901","Basel","he04_5","gain",2,16,1,0.07,4.57,146.29,3,0,1,1343,3807,0,0,0,0,"B"
"64057901","Basel","he04_1","gain",3,39,2,0.05,3.58,1.59,3,0,2,1104,1066,1,1,1,1,"A"
"64057901","Basel","he04_4","loss",4,22,2,0.1,-3,0,-3.33,2.42,2,1212,649,1,1,0,0,"A"
"64057901","Basel","he04_6inv","loss",5,26,2,0.08,-1.88,2.41,0,0,0,1263,755,0,1,1,0,"B"
"64057901","Basel","he04_2","gain",6,19,1,0.06,0.57,2.29,2,2.18,1,1376,512,0,1,0,0,"B"
"64057901","Basel","he04_6","gain",7,44,2,0.05,2,64,0.54,1.37,1,1286,886,1,1,1,1,"A"
"64057901","Basel","he04_2inv","loss",8,22,2,0.1,-0.6,1.6,-1.33,3.88,4,1261,573,1,1,0,0,"A"
"64058101","Basel","he04_6inv","loss",1,25,1,0.04,-0.75,1.93,-1.88,60.24,1,1108,976,1,1,0,0,"A"
"64058101","Basel","he04_3","loss",2,27,2,0.08,-3,0,-2,64,1,1153,599,0,1,1,1,"B"
"64058101","Basel","he04_2inv","loss",3,11,1,0.1,-1,3,-0.5,2,1,1161,534,1,0,0,1,"A"
"64058101","Basel","he04_2","gain",4,11,1,0.1,0.67,2.67,1.2,2.7,1,1148,569,0,1,0,1,"B"
"64058101","Basel","he04_1","gain",5,20,1,0.05,3.6,1.6,3,0,1,1120,452,0,0,0,0,"B"
"64058101","Basel","he04_5","gain",6,18,1,0.06,4.57,146.29,3,0,1,1104,567,0,0,0,0,"B"
"64058101","Basel","he04_4","loss",7,19,1,0.06,-3,0,-3.43,2.29,1,1099,536,1,1,0,0,"A"
"64058101","Basel","he04_6","gain",8,24,1,0.04,0,0,0.43,1.29,0,1065,873,0,1,0,1,"B"
"64058701","Basel","he04_2inv","loss",1,30,5,0.17,-0.4,1.11,-0.8,2.74,3,1365,1192,1,1,0,0,"A"
"64058701","Basel","he04_3","loss",2,51,1,0.02,-3,0,0,0,0,1236,1019,0,1,1,NA,"B"
"64058701","Basel","he04_2","gain",3,40,1,0.03,0.6,2.15,0.45,1.21,3,1278,976,1,1,1,1,"A"
"64058701","Basel","he04_1","gain",4,40,1,0.03,3.4,2.15,3,0,3,1298,787,0,0,0,0,"B"
"64058701","Basel","he04_4","loss",5,40,1,0.03,-3,0,-3.2,2.69,4,1281,893,1,1,0,0,"A"
"64058701","Basel","he04_6inv","loss",6,24,1,0.04,-1.5,3,0,0,0,1289,899,0,1,1,0,"B"
"64058701","Basel","he04_5","gain",7,45,1,0.02,2.56,78.51,3,0,2,1362,1018,1,0,1,1,"A"
"64058701","Basel","he04_6","gain",8,33,1,0.03,2,64,1.06,2.18,1,1372,1433,0,0,0,0,"B"
"64059001","Basel","he04_2inv","loss",1,9,1,0.12,0,0,-0.8,3.2,1,1211,784,1,1,0,0,"A"
