bibkey,paper,task,subject,choice,r,country
Brunner2014,Brunner et al 2014,HL,306,10,2.71,Germany
Brunner2014,Brunner et al 2014,HL,307,10,2.71,Germany
Brunner2014,Brunner et al 2014,HL,308,7,1.2599284333875402,Germany
Brunner2014,Brunner et al 2014,HL,309,6,1.0126767026958987,Germany
Brunner2014,Brunner et al 2014,HL,310,5,0.6749623787915334,Germany
Brunner2014,Brunner et al 2014,HL,311,5,0.8303649583738297,Germany
Brunner2014,Brunner et al 2014,HL,312,5,0.6043827778939157,Germany
Brunner2014,Brunner et al 2014,HL,313,7,1.2689588112710044,Germany
Brunner2014,Brunner et al 2014,HL,314,6,1.0168870498659088,Germany
Brunner2014,Brunner et al 2014,HL,315,5,0.8392882821336388,Germany
Brunner2014,Brunner et al 2014,HL,316,8,1.5166073699807747,Germany
Brunner2014,Brunner et al 2014,HL,317,7,1.4583071236731484,Germany
Brunner2014,Brunner et al 2014,HL,318,5,0.7053384766168892,Germany
